second,timestamp_local,ego_speed_mps,ego_moving,p_separated_path,p_bike_lane,p_shared_road,scene,n_ego_lane,n_adjacent_same,n_oncoming,n_parked,n_cross_side,min_z_ego_lane_m,min_lateral_adjacent_m,min_lateral_oncoming_m,door_zone_parked
0,2026-02-23T18:35:51,0.4215282970488273,False,0.9890033602714539,0.0010156284746093054,0.009981029511739811,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
1,2026-02-23T18:35:52,1.2300703320338813,True,0.9893556237220764,0.0009031600347952917,0.009741218411363661,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
2,2026-02-23T18:35:53,2.8181462242540505,True,0.9858413815498352,0.001070578012149781,0.013088053558021784,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
3,2026-02-23T18:35:54,0.8834283781172229,False,0.9873759508132934,0.000913428037893027,0.011710609775036573,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
4,2026-02-23T18:35:55,0.9646698262891846,False,0.9785720825195312,0.002399485046043992,0.019028400536626577,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
5,2026-02-23T18:35:56,1.6274374985102136,True,0.9758229374885559,0.0030339424265548587,0.021143096685409545,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
6,2026-02-23T18:35:57,2.475314096470287,True,0.9759979367256164,0.0035079734167084097,0.020494074374437333,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
7,2026-02-23T18:35:58,3.925819703823481,True,0.9796384692192077,0.0035416682483628394,0.01681983657181263,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
8,2026-02-23T18:35:59,4.575114510706468,True,0.9796110987663269,0.003770699934102595,0.016618167329579592,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
9,2026-02-23T18:36:00,4.352301737207464,True,0.9881224036216736,0.00229961114237085,0.009577968623489141,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
10,2026-02-23T18:36:01,2.758753636573401,True,0.991202449798584,0.0014927695330698044,0.007304765470325947,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
11,2026-02-23T18:36:02,0.8204000673999922,False,0.9901207447052002,0.001097366603789851,0.008781864307820797,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
12,2026-02-23T18:36:03,1.4678676438609695,True,0.9880504488945008,0.0007891274581197649,0.011160391755402089,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
13,2026-02-23T18:36:04,1.356336638334449,True,0.9866239190101623,0.000506327545735985,0.012869732547551393,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
14,2026-02-23T18:36:05,1.306802567193968,True,0.989335560798645,0.00039248738321475687,0.010271930554881691,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
15,2026-02-23T18:36:06,1.3684338975304604,True,0.9895382165908814,0.0005593400681391358,0.009902416402474046,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
16,2026-02-23T18:36:07,2.7253753562495895,True,0.9914738416671753,0.000745120772626251,0.0077810080256313086,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
17,2026-02-23T18:36:08,1.601079468621659,True,0.9940637469291687,0.0010730307316407562,0.004863202618435025,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
18,2026-02-23T18:36:09,2.404579879194487,True,0.9961596488952636,0.00111563068930991,0.0027247076854109765,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
19,2026-02-23T18:36:10,1.1706945727501583,True,0.9918204069137573,0.0014922333764843642,0.006687358627095819,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
20,2026-02-23T18:36:11,0.6941822915771593,False,0.9873327374458313,0.0018430500873364507,0.010824201581999659,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
21,2026-02-23T18:36:12,1.2913397719829693,True,0.9856799602508545,0.0016423530178144574,0.012677689688280225,separated_path,0.0,0.0,0.0,1.0,0.0,,,,0
22,2026-02-23T18:36:13,0.029746791638806176,False,0.9862790107727051,0.001336249680025503,0.01238473835401237,separated_path,0.0,0.0,0.0,1.0,0.0,,,,0
23,2026-02-23T18:36:14,0.07617236362284087,False,0.9837422490119934,0.0017579196079168468,0.014499838650226592,separated_path,0.0,0.0,0.0,1.0,0.0,,,,0
24,2026-02-23T18:36:15,1.10461648584894,False,0.9876404881477356,0.0014448198780883104,0.01091469069942832,separated_path,0.0,0.0,0.0,1.0,0.0,,,,0
25,2026-02-23T18:36:16,0.03793611957772006,False,0.9919818758964538,0.0009415468666702509,0.007076583243906498,separated_path,0.0,0.0,0.0,1.0,0.0,,,,0
26,2026-02-23T18:36:17,0.7261317081729517,False,0.9936729907989502,0.0009248767630197108,0.0054021249525249004,separated_path,0.0,0.0,0.0,1.0,0.0,,,,0
27,2026-02-23T18:36:18,0.7278526338875435,False,0.9937078356742859,0.0010769385553430766,0.005215209256857633,separated_path,0.0,0.0,0.0,1.0,0.0,,,,0
28,2026-02-23T18:36:19,0.9711025263203819,False,0.9952541947364807,0.0007023878104519099,0.004043381754308939,separated_path,0.0,0.0,0.0,1.0,0.0,,,,0
29,2026-02-23T18:36:20,2.2843955352625978,True,0.9479078650474548,0.001165524119278416,0.05092657189816237,separated_path,0.0,0.0,0.0,1.0,0.0,,,,0
30,2026-02-23T18:36:21,1.4040943354786375,True,0.9464081048965454,0.0011825468624010681,0.052409299183636904,separated_path,0.0,0.0,0.0,1.0,0.0,,,,0
31,2026-02-23T18:36:22,3.664342658333607,True,0.9437632322311401,0.0010586497694021091,0.0551780890673399,separated_path,0.0,0.0,0.0,1.0,0.0,,,,0
32,2026-02-23T18:36:23,3.575740675659492,True,0.9196821212768554,0.0008293452177895233,0.07948850747197866,separated_path,0.0,0.0,0.0,2.0,0.0,,,,0
33,2026-02-23T18:36:24,2.8604689230479994,True,0.9177286863327027,0.0007506478519644588,0.08152064699679613,separated_path,0.0,0.0,0.0,2.0,0.0,,,,0
34,2026-02-23T18:36:25,4.282224029507309,True,0.9628480911254883,0.00019510651036398486,0.03695679418742657,separated_path,0.0,0.0,0.0,1.0,0.0,,,,0
35,2026-02-23T18:36:26,4.7724333449083645,True,0.958049738407135,0.00010450864647282287,0.04184574652463198,separated_path,0.0,0.0,0.0,3.0,0.0,,,,0
36,2026-02-23T18:36:27,2.67690460032044,True,0.9442990899085999,0.0001001871467451565,0.055600705184042455,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
37,2026-02-23T18:36:28,2.529955387064004,True,0.9647500395774842,0.00014719405880896373,0.03510274533182382,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
38,2026-02-23T18:36:29,3.9033534497983253,True,0.9664258599281311,0.0002860739899915643,0.0332880393601954,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
39,2026-02-23T18:36:30,3.1404410625421066,True,0.9686604499816894,0.0004175278649199754,0.030921991216018796,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
40,2026-02-23T18:36:31,5.344234462580186,True,0.9695058703422547,0.0004222031173412688,0.03007189561612904,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
41,2026-02-23T18:36:32,3.2898580930857078,True,0.9785808682441711,0.00041262323793489486,0.02100648214109242,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
42,2026-02-23T18:36:33,2.958019942528133,True,0.9736399054527283,0.0003804686130024493,0.025979618774726987,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
43,2026-02-23T18:36:34,2.2417419726263805,True,0.9635070085525512,0.00024162193003576248,0.036251359572634104,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
44,2026-02-23T18:36:35,2.5947318163508886,True,0.956770408153534,0.00015137461887206882,0.04307821616530418,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
45,2026-02-23T18:36:36,0.8084027799515497,False,0.9502543807029724,0.00016081339999800547,0.04958482384681702,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
46,2026-02-23T18:36:37,2.1888750084873276,True,0.9546972751617432,0.00021511038648895918,0.04508762173354626,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
47,2026-02-23T18:36:38,3.130361521402619,True,0.9511060237884521,0.0003269226261181757,0.048567046597599986,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
48,2026-02-23T18:36:39,3.5684454562469363,True,0.9471750378608703,0.0003527333843521774,0.05247224159538746,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
49,2026-02-23T18:36:40,2.782848419626647,True,0.9377852201461792,0.0005418100627139211,0.06167298667132855,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
50,2026-02-23T18:36:41,3.532270517520157,True,0.8942371606826782,0.0016178505145944655,0.10414497666060925,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
51,2026-02-23T18:36:42,2.568594998601182,True,0.8606728792190552,0.004095178819261492,0.13523193597793579,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
52,2026-02-23T18:36:43,2.214012105844966,True,0.8670337796211243,0.00420072803972289,0.12876547276973724,separated_path,0.0,0.0,0.0,1.0,0.0,,,,0
53,2026-02-23T18:36:44,1.7303189214756374,True,0.8304404973983764,0.010344622004777194,0.15921486765146256,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
54,2026-02-23T18:36:45,1.3841009138358742,True,0.661145593225956,0.01546410417649895,0.3233902856707573,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
55,2026-02-23T18:36:46,1.2868422059373166,True,0.6613489165902138,0.021772442595101894,0.3168786570429802,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
56,2026-02-23T18:36:47,2.1639314449222016,True,0.6706964984536171,0.02504365819040686,0.3042598575353622,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
57,2026-02-23T18:36:48,1.9217469029900556,True,0.5141816452145577,0.03059038333594799,0.45522800236940386,separated_path,0.0,0.0,0.0,1.0,0.0,,,,0
58,2026-02-23T18:36:49,1.7366221089188627,True,0.37790123000741005,0.02780125103890896,0.5942975446581841,shared_road,0.0,0.0,0.0,1.0,0.0,,,,0
59,2026-02-23T18:36:50,2.609384268535094,True,0.3853866748511791,0.030276678130030633,0.5843366667628288,shared_road,0.0,0.0,0.0,0.0,0.0,,,,0
60,2026-02-23T18:36:51,1.9889266015702525,True,0.2886797241866589,0.02881300374865532,0.6825072810053825,shared_road,0.0,0.0,0.0,0.0,0.0,,,,0
61,2026-02-23T18:36:52,2.238082254328067,True,0.1283899337053299,0.026118267327547073,0.8454918146133423,shared_road,0.0,0.0,0.0,0.0,0.0,,,,0
62,2026-02-23T18:36:53,1.6530335257018156,True,0.12143866419792175,0.02346480041742325,0.8550965428352356,shared_road,0.0,0.0,0.0,0.0,0.0,,,,0
63,2026-02-23T18:36:54,1.4806769126280779,True,0.11748515591025352,0.022195370681583882,0.8603194832801819,shared_road,0.0,0.0,0.0,1.0,0.0,,,,0
64,2026-02-23T18:36:55,1.745863411696237,True,0.10158759877085685,0.019661676697432996,0.8787507295608521,shared_road,0.0,0.0,0.0,1.0,0.0,,,,1
65,2026-02-23T18:36:56,1.9752292829178875,True,0.0648997314274311,0.01659376211464405,0.9185065031051636,shared_road,1.0,0.0,0.0,1.0,0.0,11.021882,,,1
66,2026-02-23T18:36:57,1.9911831290201754,True,0.08033359944820403,0.017182188108563423,0.9024842143058777,shared_road,1.0,0.0,0.0,2.0,0.0,10.137078,,,1
67,2026-02-23T18:36:58,2.4386571339487544,True,0.08749178051948547,0.029167645052075385,0.883340573310852,shared_road,1.0,0.0,0.0,3.0,0.0,8.936446,,,1
68,2026-02-23T18:36:59,2.0723720387964013,True,0.08640455827116966,0.04141093026846647,0.8721844911575317,shared_road,1.0,0.0,0.0,3.0,0.0,7.9447317,,,1
69,2026-02-23T18:37:00,2.1202505681182946,True,0.08940049186348915,0.04086376708000898,0.8697357177734375,shared_road,0.0,0.0,0.0,3.0,0.0,,,,1
70,2026-02-23T18:37:01,2.6633763419569476,True,0.09445599541068077,0.05095919780433178,0.854584789276123,shared_road,0.0,0.0,0.0,3.0,0.0,,,,1
71,2026-02-23T18:37:02,1.8913385357611012,True,0.09375930353999137,0.053485176712274554,0.8527554988861084,shared_road,0.0,0.0,0.0,2.0,0.0,,,,1
72,2026-02-23T18:37:03,2.8099650802650364,True,0.07761800363659858,0.042440970242023465,0.8799410104751587,shared_road,2.0,0.0,0.0,1.0,0.0,9.659947,,,0
73,2026-02-23T18:37:04,2.6610574678825776,True,0.099684339761734,0.0305387394502759,0.8697769165039062,shared_road,2.0,0.0,0.0,1.0,0.0,9.557711,,,0
