track_id,relation,t_start,t_end,z_min_m,x_inner_absmin_m,event,clearance_m,side,speed_difference_mps,score
3768,cross_side,397.17,398.58,2.2,0.0,crossing_traffic_near,,,,
3774,cross_side,398.58,401.5,2.5,0.0,crossing_traffic_near,,,,
3780,cross_side,399.67,402.08,10.7,0.0,crossing_traffic_near,,,,
3792,cross_side,401.08,434.58,11.7,0.0,crossing_traffic_near,,,,
3795,cross_side,401.5,401.67,5.8,4.78,crossing_traffic_near,,,,
3800,cross_side,409.5,412.08,11.1,0.0,crossing_traffic_near,,,,
3811,cross_side,418.42,420.83,10.1,0.0,crossing_traffic_near,,,,
3817,cross_side,420.33,440.08,9.0,0.0,crossing_traffic_near,,,,
3820,cross_side,420.67,424.5,7.6,0.32,crossing_traffic_near,,,,
3824,cross_side,422.08,423.92,10.0,0.0,crossing_traffic_near,,,,
3835,cross_side,423.42,429.25,1.4,0.0,crossing_traffic_near,,,,
3843,cross_side,424.42,425.67,8.4,0.65,crossing_traffic_near,,,,
3855,cross_side,426.17,431.67,2.3,0.0,crossing_traffic_near,,,,
3863,cross_side,429.08,435.58,2.0,0.98,crossing_traffic_near,,,,
3867,cross_side,430.42,436.5,1.5,0.0,crossing_traffic_near,,,,
3878,cross_side,431.75,438.0,1.8,0.0,crossing_traffic_near,,,,
3882,cross_side,432.42,440.0,9.2,0.82,crossing_traffic_near,,,,
3884,parked,433.0,440.58,1.6,0.0,overtaken_by_vehicle,1.01,right,3.2,
3884,parked,433.0,440.58,1.6,0.0,close_pass_under_1p5m,1.01,right,,
3922,cross_side,437.33,440.42,4.2,0.72,crossing_traffic_near,,,,
3930,cross_side,438.75,440.75,4.0,0.0,crossing_traffic_near,,,,
3931,cross_side,439.0,440.42,7.2,1.2,crossing_traffic_near,,,,
3934,cross_side,439.25,441.0,3.5,1.28,crossing_traffic_near,,,,
3968,cross_side,441.58,445.5,7.1,2.86,crossing_traffic_near,,,,
3991,cross_side,446.17,459.75,9.3,8.01,crossing_traffic_near,,,,
4025,cross_side,452.33,458.75,7.1,7.9,crossing_traffic_near,,,,
4032,cross_side,453.75,457.92,7.0,7.87,crossing_traffic_near,,,,
4076,ego_lane,463.17,463.42,1.9,2.54,vehicle_close_in_my_lane,,,,
4216,ego_lane,472.83,487.25,1.7,0.76,vehicle_close_in_my_lane,,,,
4250,parked,475.67,475.92,5.4,6.24,overtaken_by_vehicle,6.24,left,20.0,
4360,parked,486.83,487.25,2.8,3.01,overtaken_by_vehicle,3.01,left,0.6,
4411,cross_side,489.08,492.25,10.4,0.0,crossing_traffic_near,,,,
4476,cross_side,491.83,495.58,8.9,0.0,crossing_traffic_near,,,,
4495,adjacent_same,493.25,523.92,3.2,2.27,overtaken_by_vehicle,3.94,left,1.2,
4506,parked,493.92,527.42,1.8,0.0,overtaken_by_vehicle,0.59,left,0.8,
4506,parked,493.92,527.42,1.8,0.0,close_pass_under_1p5m,0.59,left,,
4748,parked,507.92,528.33,2.8,3.0,overtaken_by_vehicle,3.13,left,0.9,
4889,cross_side,516.0,516.92,9.4,12.53,crossing_traffic_near,,,,
5027,cross_side,522.42,522.92,11.5,14.17,crossing_traffic_near,,,,
5050,cross_side,523.58,525.5,11.2,15.24,crossing_traffic_near,,,,
5101,cross_side,526.42,541.33,1.4,0.63,crossing_traffic_near,,,,
5192,cross_side,534.33,553.5,7.4,0.0,crossing_traffic_near,,,,
5210,parked,535.42,536.0,3.7,3.64,overtaken_by_vehicle,3.79,left,1.5,
5234,parked,537.08,537.42,7.5,9.51,overtaken_by_vehicle,9.89,left,1.1,
5281,cross_side,540.08,541.92,10.6,0.0,crossing_traffic_near,,,,
5309,cross_side,541.75,543.58,8.2,0.0,crossing_traffic_near,,,,
5323,cross_side,543.17,548.42,10.1,4.21,crossing_traffic_near,,,,
5366,cross_side,546.0,589.17,7.7,0.0,crossing_traffic_near,,,,
5369,cross_side,546.83,556.83,6.4,0.0,crossing_traffic_near,,,,
5420,cross_side,553.5,560.42,7.8,0.0,crossing_traffic_near,,,,
5432,cross_side,557.33,562.67,6.3,0.0,crossing_traffic_near,,,,
5454,cross_side,563.25,574.42,6.4,0.0,crossing_traffic_near,,,,
5455,cross_side,563.25,585.25,9.6,0.0,crossing_traffic_near,,,,
5466,cross_side,567.0,568.33,10.8,15.56,crossing_traffic_near,,,,
5476,cross_side,568.25,576.17,9.4,7.87,crossing_traffic_near,,,,
5492,cross_side,573.33,575.0,10.2,12.16,crossing_traffic_near,,,,
5502,cross_side,576.5,580.5,3.9,4.28,crossing_traffic_near,,,,
5511,cross_side,579.67,589.67,3.9,4.26,crossing_traffic_near,,,,
5512,cross_side,580.0,594.92,7.6,0.0,crossing_traffic_near,,,,
5519,cross_side,580.83,586.67,7.1,0.0,crossing_traffic_near,,,,
5521,cross_side,581.25,583.75,11.1,12.2,crossing_traffic_near,,,,
5533,cross_side,583.92,588.33,4.1,4.7,crossing_traffic_near,,,,
5541,cross_side,585.5,588.25,4.3,4.83,crossing_traffic_near,,,,
5543,cross_side,586.08,597.33,10.2,5.12,crossing_traffic_near,,,,
5544,cross_side,586.5,591.25,9.3,0.0,crossing_traffic_near,,,,
5549,cross_side,587.08,593.42,4.1,4.86,crossing_traffic_near,,,,
5556,cross_side,588.17,593.58,7.8,9.43,crossing_traffic_near,,,,
5557,cross_side,588.33,593.75,8.3,0.0,crossing_traffic_near,,,,
5562,cross_side,589.17,592.42,8.8,10.47,crossing_traffic_near,,,,
5570,cross_side,592.58,600.83,5.7,4.3,crossing_traffic_near,,,,
5594,cross_side,596.0,599.83,3.6,3.26,overtaken_by_vehicle,3.28,left,1.2,
5594,cross_side,596.0,599.83,3.6,3.26,crossing_traffic_near,,,,
5614,cross_side,596.92,601.42,8.4,8.45,crossing_traffic_near,,,,
5625,parked,598.58,612.58,3.8,1.25,overtaken_by_vehicle,1.27,left,3.1,
5625,parked,598.58,612.58,3.8,1.25,close_pass_under_1p5m,1.27,left,,
5631,adjacent_same,599.0,600.33,1.6,0.86,overtaken_by_vehicle,0.92,left,1.7,
5631,adjacent_same,599.0,600.33,1.6,0.86,close_pass_under_1p5m,0.92,left,,
5679,cross_side,603.0,610.42,6.7,7.3,crossing_traffic_near,,,,
5700,cross_side,604.42,609.5,7.0,7.75,crossing_traffic_near,,,,
5729,ego_lane,606.08,608.0,1.5,0.66,overtaken_by_vehicle,0.86,left,1.9,
5729,ego_lane,606.08,608.0,1.5,0.66,close_pass_under_1p5m,0.86,left,,
5729,ego_lane,606.08,608.0,1.5,0.66,vehicle_close_in_my_lane,,,,
5764,parked,607.83,619.92,4.3,0.11,overtaken_by_vehicle,0.76,left,2.8,
5764,parked,607.83,619.92,4.3,0.11,close_pass_under_1p5m,0.76,left,,
5775,adjacent_same,608.75,610.33,7.4,1.04,overtaken_by_vehicle,1.04,left,4.2,
5775,adjacent_same,608.75,610.33,7.4,1.04,close_pass_under_1p5m,1.04,left,,
5790,parked,610.25,610.5,6.8,9.67,overtaken_by_vehicle,9.67,left,6.0,
5801,cross_side,611.25,612.58,8.8,12.69,crossing_traffic_near,,,,
5808,parked,611.67,629.42,4.2,4.17,overtaken_by_vehicle,4.87,left,2.6,
5929,parked,619.42,627.17,3.5,3.97,overtaken_by_vehicle,3.97,left,1.4,
6002,ego_lane,630.58,631.0,1.5,0.85,vehicle_close_in_my_lane,,,,
6038,cross_side,633.67,644.75,7.8,4.71,crossing_traffic_near,,,,
6055,cross_side,634.58,643.75,8.1,6.45,crossing_traffic_near,,,,
6056,cross_side,634.67,641.92,6.8,6.21,crossing_traffic_near,,,,
6094,cross_side,638.17,639.25,8.8,10.27,crossing_traffic_near,,,,
6142,parked,642.92,644.92,7.3,9.5,overtaken_by_vehicle,9.5,left,1.0,
6259,ego_lane,649.17,649.5,4.7,1.28,vehicle_close_in_my_lane,,,,
6275,parked,650.5,680.0,3.7,4.01,overtaken_by_vehicle,4.03,left,0.6,
6514,parked,672.92,678.42,4.1,4.19,overtaken_by_vehicle,4.34,left,2.0,
6609,cross_side,679.58,683.75,11.9,16.6,crossing_traffic_near,,,,
6726,cross_side,686.67,688.08,11.3,14.16,crossing_traffic_near,,,,
6780,ego_lane,690.08,697.33,1.2,0.0,vehicle_close_in_my_lane,,,,
6815,cross_side,693.83,695.25,10.7,8.42,crossing_traffic_near,,,,
6821,ego_lane,694.58,696.17,1.4,0.0,overtaken_by_vehicle,0.0,right,1.5,
6821,ego_lane,694.58,696.17,1.4,0.0,close_pass_under_1p5m,0.0,right,,
6821,ego_lane,694.58,696.17,1.4,0.0,vehicle_close_in_my_lane,,,,
6830,cross_side,696.17,696.83,7.5,0.0,crossing_traffic_near,,,,
6837,cross_side,696.67,696.92,6.1,4.96,crossing_traffic_near,,,,
6889,cross_side,700.83,724.42,7.0,0.0,crossing_traffic_near,,,,
6899,cross_side,702.25,704.08,9.3,0.0,crossing_traffic_near,,,,
6912,cross_side,703.83,705.92,8.8,12.59,crossing_traffic_near,,,,
6923,cross_side,704.58,705.25,10.2,12.75,crossing_traffic_near,,,,
6927,cross_side,704.75,707.5,9.8,0.0,crossing_traffic_near,,,,
6962,cross_side,706.92,709.0,9.6,13.4,crossing_traffic_near,,,,
6972,cross_side,707.67,711.42,11.1,15.61,crossing_traffic_near,,,,
6980,cross_side,708.5,728.42,6.9,0.0,crossing_traffic_near,,,,
6984,cross_side,709.17,716.17,9.5,13.54,crossing_traffic_near,,,,
6994,cross_side,710.75,713.92,8.1,0.0,crossing_traffic_near,,,,
7009,cross_side,716.0,719.67,10.0,0.0,crossing_traffic_near,,,,
7019,cross_side,718.92,722.17,10.4,15.16,crossing_traffic_near,,,,
7047,cross_side,725.25,730.17,7.3,0.0,crossing_traffic_near,,,,
7054,cross_side,727.58,739.92,10.7,5.66,crossing_traffic_near,,,,
7055,cross_side,727.67,740.5,6.4,0.31,crossing_traffic_near,,,,
7056,cross_side,727.83,732.0,7.6,0.0,crossing_traffic_near,,,,
7068,cross_side,731.75,734.75,11.2,6.9,crossing_traffic_near,,,,
7534,parked,766.17,789.58,3.6,3.18,overtaken_by_vehicle,3.27,left,3.1,
7643,parked,773.0,787.08,3.5,3.51,overtaken_by_vehicle,3.51,left,1.4,
7708,ego_lane,779.17,779.42,1.4,0.53,vehicle_close_in_my_lane,,,,
7753,ego_lane,784.92,805.08,1.5,0.88,vehicle_close_in_my_lane,,,,
8009,cross_side,805.83,812.0,6.1,3.14,crossing_traffic_near,,,,
8035,cross_side,807.67,812.83,6.0,3.02,crossing_traffic_near,,,,
8046,parked,808.25,808.58,1.3,0.72,overtaken_by_vehicle,0.72,right,1.2,
8046,parked,808.25,808.58,1.3,0.72,close_pass_under_1p5m,0.72,right,,
8323,cross_side,837.67,841.08,6.3,0.0,crossing_traffic_near,,,,
8328,cross_side,839.75,842.75,10.7,0.0,crossing_traffic_near,,,,
8332,cross_side,842.83,847.75,11.4,0.0,crossing_traffic_near,,,,
8342,cross_side,844.92,854.17,6.8,0.0,crossing_traffic_near,,,,
8381,cross_side,849.42,852.42,11.9,0.0,crossing_traffic_near,,,,
8386,cross_side,851.17,856.75,6.0,0.0,crossing_traffic_near,,,,
8405,cross_side,869.17,870.5,6.8,6.34,crossing_traffic_near,,,,
8610,cross_side,945.33,947.5,6.8,5.69,crossing_traffic_near,,,,
8618,cross_side,946.33,947.33,10.1,5.65,crossing_traffic_near,,,,
8695,cross_side,956.5,964.17,6.2,0.0,crossing_traffic_near,,,,
7765,parked,786.08,799.0,1.3,0.0,emergency_vehicle_review,,,,0.9
