second,timestamp_local,ego_speed_mps,ego_moving,p_separated_path,p_bike_lane,p_shared_road,scene,n_ego_lane,n_adjacent_same,n_oncoming,n_parked,n_cross_side,min_z_ego_lane_m,min_lateral_adjacent_m,min_lateral_oncoming_m,door_zone_parked
0,2026-02-24T16:28:48,5.88857309831196,True,0.950137217839559,0.0014397467311937362,0.0484230425208807,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
1,2026-02-24T16:28:49,6.040859492637367,True,0.9613223969936371,0.0015082684913068078,0.03716932242969051,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
2,2026-02-24T16:28:50,6.837238040349121,True,0.9675996780395508,0.0023069789342116563,0.03009331040084362,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
3,2026-02-24T16:28:51,7.648692341186723,True,0.9705637216567993,0.0019414703827351331,0.027494764234870673,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
4,2026-02-24T16:28:52,7.546373458694858,True,0.9926637172698974,0.0017204339383170009,0.0056158183608204125,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
5,2026-02-24T16:28:53,7.152794305546803,True,0.9960884571075439,0.0022879724681843074,0.0016235226532444358,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
6,2026-02-24T16:28:54,6.668622662646646,True,0.9914615750312805,0.005226477544056252,0.0033119251253083347,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
7,2026-02-24T16:28:55,7.070806150230393,True,0.9857395052909851,0.01109735046629794,0.003163156472146511,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
8,2026-02-24T16:28:56,4.697539185330548,True,0.9847218632698059,0.01150006907992065,0.003778105042874813,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
9,2026-02-24T16:28:57,7.709135850750867,True,0.9839033365249634,0.012006869772449136,0.004089823644608259,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
10,2026-02-24T16:28:58,7.090044791928163,True,0.9267035126686096,0.06435967329889536,0.008936828351579607,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
11,2026-02-24T16:28:59,8.288351236793435,True,0.9261288285255432,0.06282878741621971,0.011042394093237817,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
12,2026-02-24T16:29:00,8.398733722681706,True,0.928304660320282,0.056392688676714896,0.015302660642191768,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
13,2026-02-24T16:29:01,8.061194813313609,True,0.9090777516365052,0.07202043528668582,0.0189018074888736,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
14,2026-02-24T16:29:02,7.924780714085355,True,0.8899571061134338,0.08911582287400961,0.020927071757614612,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
15,2026-02-24T16:29:03,8.368424148395682,True,0.947231137752533,0.03632593869697302,0.016442949883639812,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
16,2026-02-24T16:29:04,6.5646850509946635,True,0.9529472708702087,0.03499238018412143,0.012060347496299074,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
17,2026-02-24T16:29:05,7.048823620623773,True,0.9513222336769104,0.03926811006385833,0.00940964978071861,separated_path,0.0,0.0,0.0,1.0,0.0,,,,0
18,2026-02-24T16:29:06,6.205919169952362,True,0.970705795288086,0.02375160453375429,0.005542603804497048,separated_path,0.0,0.0,0.0,1.0,1.0,,,,0
19,2026-02-24T16:29:07,4.942235681034294,True,0.9888210892677307,0.008103826805017889,0.0030750826641451567,separated_path,0.0,0.0,0.0,1.0,1.0,,,,0
20,2026-02-24T16:29:08,7.074244583897656,True,0.9892420649528504,0.00802423122804612,0.0027336962695699183,separated_path,0.0,0.0,0.0,1.0,0.0,,,,0
21,2026-02-24T16:29:09,8.294409498974108,True,0.989432942867279,0.007772181800100952,0.0027948929578997194,separated_path,0.0,0.0,0.0,2.0,0.0,,,,0
22,2026-02-24T16:29:10,5.6949866204208215,True,0.995771062374115,0.0031451114686205984,0.0010838415939360857,separated_path,0.0,0.0,0.0,1.0,0.0,,,,0
23,2026-02-24T16:29:11,7.093641570814479,True,0.996216881275177,0.0029596880776807666,0.0008234446519054473,separated_path,0.0,0.0,0.0,0.0,0.0,,,,0
24,2026-02-24T16:29:12,8.706296615744828,True,0.998094129562378,0.0011332020862028004,0.0007726839976385236,separated_path,1.0,0.0,0.0,0.0,0.0,17.629316,,,0
25,2026-02-24T16:29:13,7.116737206762075,True,0.9976343989372254,0.0015245928894728421,0.0008410361828282475,separated_path,1.0,0.0,0.0,0.0,0.0,13.010861,,,0
26,2026-02-24T16:29:14,6.249133466561631,True,0.9974533915519714,0.0016166429384611547,0.0009299945435486734,separated_path,1.0,0.0,0.0,0.0,0.0,12.371948,,,0
