track_id,relation,t_start,t_end,z_min_m,x_inner_absmin_m,event,clearance_m,side,speed_difference_mps,score
5553,cross_side,522.17,532.67,4.5,0.0,crossing_traffic_near,,,,
5572,cross_side,523.42,527.58,1.7,0.0,crossing_traffic_near,,,,
5589,cross_side,524.42,529.08,4.2,0.0,crossing_traffic_near,,,,
5593,cross_side,524.58,526.08,9.7,1.27,crossing_traffic_near,,,,
5605,cross_side,526.08,527.83,3.7,0.0,crossing_traffic_near,,,,
5625,cross_side,527.75,528.67,6.9,2.81,crossing_traffic_near,,,,
5634,cross_side,528.25,530.67,4.2,0.0,crossing_traffic_near,,,,
5637,cross_side,528.33,532.33,2.4,0.0,crossing_traffic_near,,,,
5638,cross_side,528.33,538.42,6.0,5.05,crossing_traffic_near,,,,
5650,cross_side,529.25,535.83,5.2,0.0,crossing_traffic_near,,,,
5657,cross_side,529.5,530.42,1.6,0.0,crossing_traffic_near,,,,
5663,cross_side,530.08,535.5,3.6,0.0,crossing_traffic_near,,,,
5681,cross_side,531.67,535.33,10.9,2.52,crossing_traffic_near,,,,
5686,cross_side,532.83,535.92,2.8,0.0,crossing_traffic_near,,,,
5695,cross_side,534.42,543.92,6.1,0.0,crossing_traffic_near,,,,
5699,cross_side,534.58,543.75,4.9,1.64,crossing_traffic_near,,,,
5700,cross_side,534.58,543.83,5.6,0.7,crossing_traffic_near,,,,
5705,cross_side,534.83,535.25,10.7,2.04,crossing_traffic_near,,,,
5709,cross_side,535.17,536.5,2.2,0.0,crossing_traffic_near,,,,
5712,cross_side,535.42,543.42,4.5,2.13,crossing_traffic_near,,,,
5714,cross_side,535.42,543.08,7.8,5.24,crossing_traffic_near,,,,
5716,cross_side,535.58,540.17,10.4,6.35,crossing_traffic_near,,,,
5766,cross_side,542.25,544.83,6.4,0.0,crossing_traffic_near,,,,
5815,parked,544.08,546.67,4.5,2.43,overtaken_by_vehicle,3.74,left,1.8,
5870,parked,546.92,547.17,7.7,9.48,overtaken_by_vehicle,9.81,left,1.2,
5962,parked,554.08,554.5,1.7,0.6,overtaken_by_vehicle,0.89,right,0.8,
5962,parked,554.08,554.5,1.7,0.6,close_pass_under_1p5m,0.89,right,,
6249,cross_side,582.42,587.08,8.0,14.2,crossing_traffic_near,,,,
6250,cross_side,582.67,593.92,11.2,18.08,crossing_traffic_near,,,,
6361,cross_side,596.33,597.58,6.0,11.43,crossing_traffic_near,,,,
6468,cross_side,600.08,601.25,6.0,7.38,crossing_traffic_near,,,,
6728,parked,614.5,614.92,2.0,1.25,overtaken_by_vehicle,1.29,right,1.8,
6728,parked,614.5,614.92,2.0,1.25,close_pass_under_1p5m,1.29,right,,
6792,cross_side,618.92,619.33,10.4,9.1,crossing_traffic_near,,,,
6862,adjacent_same,625.67,626.0,3.2,1.91,overtaken_by_vehicle,2.57,left,1.6,
7185,ego_lane,650.67,650.92,1.8,0.97,overtaken_by_vehicle,0.97,right,1.7,
7185,ego_lane,650.67,650.92,1.8,0.97,close_pass_under_1p5m,0.97,right,,
7185,ego_lane,650.67,650.92,1.8,0.97,vehicle_close_in_my_lane,,,,
7313,parked,658.67,659.0,1.7,0.69,overtaken_by_vehicle,0.69,right,0.7,
7313,parked,658.67,659.0,1.7,0.69,close_pass_under_1p5m,0.69,right,,
7626,cross_side,677.75,691.92,9.1,0.0,crossing_traffic_near,,,,
7704,cross_side,685.42,697.25,4.7,0.0,crossing_traffic_near,,,,
7746,cross_side,688.83,692.08,11.8,5.95,crossing_traffic_near,,,,
7756,cross_side,689.08,691.42,3.6,0.0,crossing_traffic_near,,,,
7759,cross_side,689.25,691.92,8.7,0.09,crossing_traffic_near,,,,
7802,cross_side,691.5,691.92,9.6,5.09,crossing_traffic_near,,,,
7806,cross_side,691.58,691.92,10.1,8.02,crossing_traffic_near,,,,
7809,cross_side,691.58,691.92,9.7,6.29,crossing_traffic_near,,,,
7940,parked,698.33,698.58,2.0,1.66,overtaken_by_vehicle,1.66,right,1.0,
8041,cross_side,702.75,712.67,6.6,6.09,crossing_traffic_near,,,,
8130,cross_side,706.42,713.92,6.5,6.83,crossing_traffic_near,,,,
8135,cross_side,706.83,715.17,6.6,7.18,crossing_traffic_near,,,,
8148,parked,707.25,709.0,5.2,1.53,overtaken_by_vehicle,1.8,right,0.6,
8175,cross_side,708.75,709.92,5.2,6.51,crossing_traffic_near,,,,
8244,cross_side,715.0,723.17,10.8,0.0,crossing_traffic_near,,,,
8292,cross_side,718.58,721.75,10.1,0.0,crossing_traffic_near,,,,
8298,cross_side,719.0,722.0,7.4,0.0,crossing_traffic_near,,,,
8312,cross_side,720.5,724.33,4.2,0.0,crossing_traffic_near,,,,
8326,cross_side,721.42,736.33,11.9,0.0,crossing_traffic_near,,,,
8335,cross_side,722.42,726.0,9.2,0.0,crossing_traffic_near,,,,
8341,cross_side,722.75,724.08,8.6,5.97,crossing_traffic_near,,,,
8346,cross_side,723.33,726.67,7.7,0.0,crossing_traffic_near,,,,
8353,cross_side,724.5,727.08,6.8,0.0,crossing_traffic_near,,,,
8377,cross_side,726.17,728.0,11.3,9.0,crossing_traffic_near,,,,
8378,cross_side,726.17,737.92,9.8,1.86,crossing_traffic_near,,,,
8380,cross_side,726.33,730.42,8.2,2.05,crossing_traffic_near,,,,
8386,cross_side,727.33,729.17,8.9,0.0,crossing_traffic_near,,,,
8390,cross_side,728.42,733.5,10.5,0.0,crossing_traffic_near,,,,
8393,cross_side,728.67,731.67,6.7,0.0,crossing_traffic_near,,,,
8398,cross_side,729.0,730.75,8.9,0.0,crossing_traffic_near,,,,
8405,cross_side,730.0,732.92,8.6,0.0,crossing_traffic_near,,,,
8412,cross_side,730.58,733.25,6.7,0.0,crossing_traffic_near,,,,
8433,cross_side,732.67,734.75,6.6,0.0,crossing_traffic_near,,,,
8442,cross_side,733.75,736.42,8.6,0.0,crossing_traffic_near,,,,
8445,cross_side,734.17,742.5,7.1,0.0,crossing_traffic_near,,,,
8461,cross_side,735.75,742.42,9.9,2.01,crossing_traffic_near,,,,
8463,cross_side,736.0,739.17,8.5,0.0,crossing_traffic_near,,,,
8481,cross_side,738.08,739.0,11.2,0.0,crossing_traffic_near,,,,
8486,cross_side,738.58,742.17,3.6,0.0,crossing_traffic_near,,,,
8496,cross_side,739.33,741.42,7.4,0.0,crossing_traffic_near,,,,
8504,cross_side,740.08,741.83,3.5,0.0,crossing_traffic_near,,,,
8507,cross_side,740.5,750.92,7.9,7.71,crossing_traffic_near,,,,
8510,cross_side,740.92,741.42,10.4,8.38,crossing_traffic_near,,,,
8512,cross_side,741.33,743.0,8.3,0.34,crossing_traffic_near,,,,
8514,cross_side,741.58,744.83,9.5,0.0,crossing_traffic_near,,,,
8521,cross_side,741.92,754.25,4.2,0.0,crossing_traffic_near,,,,
8523,cross_side,742.5,757.25,3.7,0.0,crossing_traffic_near,,,,
8525,cross_side,742.67,743.25,10.4,8.29,crossing_traffic_near,,,,
8528,cross_side,742.92,745.5,11.8,0.0,crossing_traffic_near,,,,
8532,cross_side,743.5,746.08,6.9,0.0,crossing_traffic_near,,,,
8536,cross_side,744.0,750.0,9.4,0.0,crossing_traffic_near,,,,
8541,cross_side,744.33,744.67,12.0,13.01,crossing_traffic_near,,,,
8549,cross_side,744.67,748.42,7.9,0.0,crossing_traffic_near,,,,
8580,cross_side,749.42,753.08,10.3,4.29,crossing_traffic_near,,,,
8587,cross_side,750.17,753.5,7.6,0.0,crossing_traffic_near,,,,
8589,cross_side,750.25,750.83,9.1,0.0,crossing_traffic_near,,,,
8597,cross_side,751.33,751.58,10.3,8.21,crossing_traffic_near,,,,
8620,cross_side,754.08,756.33,10.3,8.31,crossing_traffic_near,,,,
8623,cross_side,754.42,761.08,11.1,0.0,crossing_traffic_near,,,,
8646,cross_side,757.58,763.17,11.4,0.0,crossing_traffic_near,,,,
8660,cross_side,759.42,762.42,10.9,0.0,crossing_traffic_near,,,,
8674,cross_side,763.42,770.42,7.4,3.36,crossing_traffic_near,,,,
8676,cross_side,763.75,765.75,7.2,0.0,crossing_traffic_near,,,,
8679,cross_side,764.08,764.83,10.3,3.93,crossing_traffic_near,,,,
8682,cross_side,764.42,769.75,7.1,6.96,crossing_traffic_near,,,,
8687,cross_side,765.58,771.33,5.5,0.0,crossing_traffic_near,,,,
8697,cross_side,766.92,769.08,7.7,10.14,crossing_traffic_near,,,,
8700,cross_side,767.0,771.58,3.5,3.38,crossing_traffic_near,,,,
8847,ego_lane,778.5,778.75,2.2,1.93,vehicle_close_in_my_lane,,,,
9040,parked,789.08,789.5,1.6,0.95,overtaken_by_vehicle,0.95,right,0.8,
9040,parked,789.08,789.5,1.6,0.95,close_pass_under_1p5m,0.95,right,,
9076,ego_lane,794.0,794.33,1.8,0.55,vehicle_close_in_my_lane,,,,
9083,cross_side,794.5,803.67,3.9,2.84,crossing_traffic_near,,,,
9152,ego_lane,798.75,799.33,6.7,0.02,overtaken_by_vehicle,0.02,right,3.8,
9152,ego_lane,798.75,799.33,6.7,0.02,close_pass_under_1p5m,0.02,right,,
9184,cross_side,803.67,809.17,3.2,3.49,crossing_traffic_near,,,,
9196,cross_side,804.75,808.08,8.9,8.68,crossing_traffic_near,,,,
9217,cross_side,805.92,810.75,10.9,1.34,crossing_traffic_near,,,,
9283,cross_side,814.0,819.25,1.8,0.0,crossing_traffic_near,,,,
9289,cross_side,814.58,816.83,8.8,1.81,crossing_traffic_near,,,,
9290,parked,814.67,815.5,2.5,2.21,overtaken_by_vehicle,2.21,right,0.6,
9327,cross_side,819.17,819.58,4.8,3.06,crossing_traffic_near,,,,
9339,ego_lane,820.67,820.92,3.2,3.2,overtaken_by_vehicle,3.2,left,15.4,
9339,ego_lane,820.67,820.92,3.2,3.2,vehicle_close_in_my_lane,,,,
9370,cross_side,825.75,826.5,2.3,1.74,crossing_traffic_near,,,,
9399,ego_lane,827.33,842.83,1.5,0.25,vehicle_close_in_my_lane,,,,
9558,cross_side,841.67,845.58,4.7,4.71,crossing_traffic_near,,,,
9722,ego_lane,859.58,860.58,1.5,0.64,overtaken_by_vehicle,1.28,left,0.6,
9722,ego_lane,859.58,860.58,1.5,0.64,close_pass_under_1p5m,1.28,left,,
9722,ego_lane,859.58,860.58,1.5,0.64,vehicle_close_in_my_lane,,,,
9751,cross_side,861.58,865.5,11.2,1.19,crossing_traffic_near,,,,
9763,cross_side,862.42,865.0,11.8,4.42,crossing_traffic_near,,,,
9862,cross_side,871.08,873.58,4.6,4.54,crossing_traffic_near,,,,
9870,cross_side,872.42,874.58,5.0,5.31,crossing_traffic_near,,,,
9909,cross_side,877.83,880.5,8.9,8.67,crossing_traffic_near,,,,
9910,cross_side,877.83,882.17,7.7,3.38,crossing_traffic_near,,,,
10262,parked,907.92,908.25,4.7,6.91,overtaken_by_vehicle,7.06,left,1.0,
10374,cross_side,914.0,916.67,11.0,1.92,crossing_traffic_near,,,,
10439,ego_lane,916.67,917.0,3.9,0.76,vehicle_close_in_my_lane,,,,
10717,cross_side,941.42,942.0,10.3,5.64,crossing_traffic_near,,,,
10743,parked,943.08,943.67,4.5,5.11,overtaken_by_vehicle,5.11,left,0.5,
10961,parked,955.42,956.08,5.0,5.81,overtaken_by_vehicle,5.81,left,1.6,
10976,cross_side,956.83,958.83,7.4,0.0,crossing_traffic_near,,,,
11013,parked,958.42,959.92,6.5,2.13,overtaken_by_vehicle,3.41,left,2.9,
11034,parked,958.92,959.17,5.3,4.69,overtaken_by_vehicle,4.69,left,5.3,
11038,cross_side,959.0,960.08,10.5,6.65,crossing_traffic_near,,,,
11049,cross_side,964.5,966.92,9.2,0.18,crossing_traffic_near,,,,
11079,cross_side,972.42,975.17,9.7,0.0,crossing_traffic_near,,,,
11198,cross_side,977.33,981.92,9.4,0.0,crossing_traffic_near,,,,
11201,cross_side,977.33,981.67,6.7,1.96,crossing_traffic_near,,,,
11202,cross_side,977.33,982.17,3.2,0.0,crossing_traffic_near,,,,
11209,cross_side,977.42,981.92,9.5,0.0,crossing_traffic_near,,,,
11227,cross_side,977.75,981.75,8.6,0.0,crossing_traffic_near,,,,
11230,cross_side,977.83,982.08,4.8,0.0,crossing_traffic_near,,,,
11248,cross_side,978.08,982.0,6.4,0.0,crossing_traffic_near,,,,
11250,cross_side,978.08,982.0,7.3,0.0,crossing_traffic_near,,,,
11254,cross_side,978.17,981.83,9.7,0.0,crossing_traffic_near,,,,
11268,cross_side,978.67,981.75,7.3,4.62,crossing_traffic_near,,,,
11289,cross_side,979.5,982.0,7.7,0.0,crossing_traffic_near,,,,
11353,cross_side,983.0,1013.67,7.0,0.0,crossing_traffic_near,,,,
11447,cross_side,1034.75,1053.75,1.4,0.37,crossing_traffic_near,,,,
11451,cross_side,1042.75,1050.08,4.7,1.08,crossing_traffic_near,,,,
11524,cross_side,1069.33,1071.25,11.2,0.0,crossing_traffic_near,,,,
11533,cross_side,1070.58,1074.25,11.3,0.0,crossing_traffic_near,,,,
11579,cross_side,1073.33,1075.0,5.3,0.0,overtaken_by_vehicle,0.0,left,0.6,
11579,cross_side,1073.33,1075.0,5.3,0.0,close_pass_under_1p5m,0.0,left,,
11579,cross_side,1073.33,1075.0,5.3,0.0,crossing_traffic_near,,,,
11595,cross_side,1075.58,1076.83,2.4,0.0,crossing_traffic_near,,,,
11607,cross_side,1077.08,1078.83,2.8,0.0,crossing_traffic_near,,,,
11623,cross_side,1082.42,1084.92,11.8,0.0,crossing_traffic_near,,,,
11637,cross_side,1085.75,1089.0,5.8,0.0,crossing_traffic_near,,,,
11683,cross_side,1094.33,1101.75,3.5,0.0,crossing_traffic_near,,,,
11744,cross_side,1097.42,1106.17,3.8,0.54,crossing_traffic_near,,,,
11752,cross_side,1098.42,1099.33,5.7,0.0,crossing_traffic_near,,,,
11770,cross_side,1101.0,1103.25,9.5,11.1,crossing_traffic_near,,,,
11777,ego_lane,1102.92,1103.25,2.8,2.61,vehicle_close_in_my_lane,,,,
11812,cross_side,1106.33,1111.67,2.5,0.0,crossing_traffic_near,,,,
11886,cross_side,1114.08,1133.92,4.3,8.38,crossing_traffic_near,,,,
11891,cross_side,1114.17,1121.83,9.6,12.67,crossing_traffic_near,,,,
11915,cross_side,1115.0,1130.75,11.1,0.0,crossing_traffic_near,,,,
11917,cross_side,1115.08,1133.42,5.3,7.6,crossing_traffic_near,,,,
11926,cross_side,1116.58,1131.17,10.4,0.0,crossing_traffic_near,,,,
11927,cross_side,1116.75,1121.92,3.4,0.0,crossing_traffic_near,,,,
11932,cross_side,1118.67,1125.0,2.9,0.0,crossing_traffic_near,,,,
11949,cross_side,1121.67,1132.75,2.7,0.46,crossing_traffic_near,,,,
11950,cross_side,1121.92,1133.0,9.7,5.69,crossing_traffic_near,,,,
11952,cross_side,1122.17,1131.17,10.8,7.08,crossing_traffic_near,,,,
11980,cross_side,1127.08,1130.83,11.1,0.0,crossing_traffic_near,,,,
11986,cross_side,1127.33,1131.5,10.5,13.4,crossing_traffic_near,,,,
12001,cross_side,1129.5,1132.92,9.1,0.0,crossing_traffic_near,,,,
12013,cross_side,1130.75,1131.75,10.3,9.2,crossing_traffic_near,,,,
12021,cross_side,1131.42,1132.67,5.4,9.38,crossing_traffic_near,,,,
12046,cross_side,1132.42,1133.92,7.5,13.04,crossing_traffic_near,,,,
12068,cross_side,1133.92,1135.92,9.1,0.0,crossing_traffic_near,,,,
12463,cross_side,1157.33,1164.17,8.1,0.0,crossing_traffic_near,,,,
12484,cross_side,1158.5,1162.58,6.1,0.0,crossing_traffic_near,,,,
12491,cross_side,1159.08,1161.58,11.9,8.66,crossing_traffic_near,,,,
12498,cross_side,1159.83,1163.33,9.2,0.0,crossing_traffic_near,,,,
12504,cross_side,1160.17,1163.33,6.9,0.0,crossing_traffic_near,,,,
12506,cross_side,1160.17,1166.0,9.2,0.0,crossing_traffic_near,,,,
12510,cross_side,1160.5,1161.08,6.6,2.96,crossing_traffic_near,,,,
12554,cross_side,1163.17,1165.0,7.5,0.0,overtaken_by_vehicle,8.11,left,5.3,
12554,cross_side,1163.17,1165.0,7.5,0.0,crossing_traffic_near,,,,
12555,cross_side,1163.17,1164.08,7.7,6.97,crossing_traffic_near,,,,
12573,cross_side,1163.92,1165.67,8.0,0.0,crossing_traffic_near,,,,
12590,oncoming,1164.83,1165.75,12.7,0.0,oncoming_close_pass,,,,
12636,ego_lane,1167.58,1200.33,3.8,0.0,vehicle_close_in_my_lane,,,,
12668,parked,1169.5,1169.83,2.1,1.49,overtaken_by_vehicle,1.49,right,2.5,
12668,parked,1169.5,1169.83,2.1,1.49,close_pass_under_1p5m,1.49,right,,
12881,parked,1188.5,1189.58,2.2,2.16,overtaken_by_vehicle,2.26,right,3.0,
12894,oncoming,1190.83,1193.5,2.0,1.46,oncoming_close_pass,,,,
12959,cross_side,1197.0,1198.92,4.3,3.21,crossing_traffic_near,,,,
12971,cross_side,1197.5,1198.83,6.7,7.32,crossing_traffic_near,,,,
12972,cross_side,1197.5,1198.92,6.5,8.45,crossing_traffic_near,,,,
13052,ego_lane,1199.0,1199.5,4.0,0.0,vehicle_close_in_my_lane,,,,
13130,ego_lane,1200.33,1218.0,5.7,0.0,overtaken_by_vehicle,0.0,right,1.0,
13130,ego_lane,1200.33,1218.0,5.7,0.0,close_pass_under_1p5m,0.0,right,,
13130,ego_lane,1200.33,1218.0,5.7,0.0,vehicle_close_in_my_lane,,,,
13415,cross_side,1218.75,1224.5,8.4,0.3,crossing_traffic_near,,,,
13427,oncoming,1220.17,1224.33,1.7,0.36,oncoming_close_pass,,,,
13458,cross_side,1222.83,1224.75,5.9,3.11,crossing_traffic_near,,,,
13463,cross_side,1223.75,1225.5,5.7,0.0,crossing_traffic_near,,,,
13464,cross_side,1223.92,1224.67,10.1,0.0,crossing_traffic_near,,,,
13481,cross_side,1224.5,1225.33,6.8,9.78,crossing_traffic_near,,,,
13493,parked,1232.33,1233.0,5.7,7.61,overtaken_by_vehicle,7.61,left,0.7,
13504,cross_side,1234.42,1235.25,6.5,5.58,crossing_traffic_near,,,,
13520,cross_side,1236.83,1238.0,5.8,7.74,crossing_traffic_near,,,,
13571,cross_side,1249.42,1251.33,9.4,0.0,crossing_traffic_near,,,,
1385,cross_side,197.5,198.92,11.3,12.55,emergency_vehicle_review,,,,1.0
1400,cross_side,197.83,198.92,11.5,13.36,emergency_vehicle_review,,,,1.0
12868,parked,1185.58,1189.08,4.8,2.46,emergency_vehicle_review,,,,1.0
12874,parked,1186.33,1195.67,2.2,0.98,emergency_vehicle_review,,,,1.0
4195,parked,433.5,444.75,2.1,0.0,emergency_vehicle_review,,,,0.99
12838,parked,1182.08,1191.17,2.1,0.83,emergency_vehicle_review,,,,0.99
12664,parked,1169.17,1173.75,4.4,2.93,emergency_vehicle_review,,,,0.98
7704,cross_side,685.42,697.25,4.7,0.0,emergency_vehicle_review,,,,0.96
13195,parked,1205.42,1208.0,8.3,6.21,emergency_vehicle_review,,,,0.95
8587,cross_side,750.17,753.5,7.6,0.0,emergency_vehicle_review,,,,0.93
