video,track_id,class_id,n_det,t_start,t_end,duration_s,conf_median,box_h_median,box_h_max,aspect_median,u_rel_median,u_rel_first,u_rel_last,d_rel_median,x_center_med,x_center_p10,x_center_p90,x_inner_med,x_inner_absmin,z_med,z_min,z_first,z_last,v_along_med,v_along_p10,v_along_p90,v_lat_med,v_lat_absmed,frac_static,frac_cross,frac_same,frac_opposite,ego_speed_med,ego_moving_frac,closing_med,frac_trunc_bottom,frac_trunc_side,enter_edge,exit_edge,log_growth,x_at_min_z,x_inner_at_min_z,frac_close_pass,v_along_ratio,v_lat_ratio,det_rate,aspect_p90,geom_valid_frac,abs_x_at_min_z,world_speed,world_heading_deg,world_heading_abs,world_speed_ratio,world_fit_span_s,view_rear,view_front,view_side,emergency,n_crops,world_speed_fit,heading_fit_deg,heading_fit_abs,depth_z_min,depth_z_med,depth_x_med,depth_x_at_min_z,world_speed_med,world_speed_p90,frac_world_static,heading_abs_med,frac_heading_same,frac_heading_opposite,frac_heading_crossing,lines_between_med,lines_between_min,yellow_between_max,dist_to_line_med,n_depth_samples,p_separated_path,p_bike_lane,p_shared_road,scene,static_neighbours,rule_relation,ride_scene,relation,relation_confidence,proba_adjacent_same,proba_cross_side,proba_ego_lane,proba_oncoming,proba_parked,relation_source,group
VID_20260209_090112_00_001,1,2,57,0.0,3.803800106048584,3.803800106048584,0.8629156947135925,152.0631103515625,255.0867919921875,2.7915377616882324,-0.45421338636419445,-0.36927873537827305,-0.5956906610787621,0.12242808938026428,-6.701496927549185,-9.856929281715507,-4.565688320091831,-5.225949496780333,0.8953122548780384,5.770600318908691,3.780592679977417,7.720558166503906,4.309056282043457,0.7791796305035106,-0.6869986551001457,1.4539329445437943,0.9779822496109214,1.3291297802292024,0.5434782608695652,0.45652173913043476,0.0,0.0,1.7838184673589532,0.7894736842105263,0.9980032328780186,0.0,0.3333333333333333,0.0,1.0,0.4445629119873047,-5.754683665753365,-5.005171980340328,0.07017543859649122,0.4368043300152236,0.7451037224640107,14.985014915466309,3.0264443874359133,1.0,5.754683665753365,0.8977960231337685,62.629653911682766,62.629653911682766,0.503300105678919,3.803800106048584,0.013741608,0.29233977,0.6939186,0.015357277,2.0,,,,,,,,,,,,,,,,,,,9.0,0.13922368884086608,0.03168959505856037,0.829086709022522,shared_road,3.0,parked,separated_path,parked,0.9591722482100916,0.0055793846242434934,0.02358532991522198,0.00877687947559166,0.0028861577748513106,0.9591722482100916,gradient_boosting,parked
VID_20260209_090112_00_001,2,2,11,0.0,0.6673333048820496,0.6673333048820496,0.8085750341415405,217.5863037109375,227.6754150390625,2.2624661922454834,0.20782361809426403,0.22892781649143726,0.25299478356057264,0.15329831838607788,2.6084867486488843,2.527292958775618,3.076054633461262,1.0613335051721349,0.7841619223810548,4.608553886413574,4.327915668487549,4.900630950927734,4.327915668487549,0.1239937393281501,-0.3454449569960823,0.2722799792794978,,,,,,,0.8464963210808685,0.0,0.7225025817527183,0.0,0.7272727272727273,1.0,1.0,0.16711173951625824,3.076054633461262,2.1265459525010466,0.8181818181818182,0.14647876929911025,,16.483516693115234,2.3752658367156982,1.0,3.076054633461262,0.8256121841779104,-72.15831437039179,72.15831437039179,0.9753287328215535,0.6673333048820496,0.053311415,0.007066304,0.93962234,0.0016693599,1.0,,,,,,,,,,,,,,,,,,,2.0,0.14196694642305374,0.029222659301012754,0.8288103938102722,shared_road,1.0,parked,separated_path,parked,0.9398388358054702,0.03676662923443633,0.015990673005643472,0.005717242139497131,0.001686619814952851,0.9398388358054702,gradient_boosting,parked
VID_20260209_090112_00_001,3,2,31,0.0,2.6693332195281982,2.6693332195281982,0.7176948189735413,180.55633544921875,264.90509033203125,0.9623828530311584,0.29987049719524433,0.12047482882053882,0.3527001472188299,0.1589891016483307,3.4243722853537606,1.1374969818283116,3.9128534673130306,2.884583499141757,0.0,4.443597316741943,3.6290969848632812,6.146442890167236,4.273062705993652,0.6352600166290433,-0.6903864444725297,1.694711672474077,1.9406719169427595,1.9406719169427595,0.4166666666666667,0.5833333333333334,0.0,0.0,1.8370824746544192,0.6451612903225806,1.2018224580253758,0.0,0.4838709677419355,0.0,1.0,0.2041672319173813,3.364054430807833,2.9911211659626598,0.3548387096774194,0.345798310850766,1.0563880194370843,11.613387107849121,1.6112693548202515,1.0,3.364054430807833,1.2782757628586854,56.48767414270396,56.48767414270396,0.6958183862154294,2.6693332195281982,0.4726473,0.041528188,0.48582447,0.009251064,2.0,,,,,,,,,,,,,,,,,,,5.0,0.13922368884086608,0.03168959505856037,0.829086709022522,shared_road,1.0,parked,separated_path,parked,0.9833221867990418,0.010079322117855486,0.00384894755178169,0.002002295233722901,0.0007472482975980462,0.9833221867990418,gradient_boosting,parked
VID_20260209_090112_00_001,6,2,49,0.600600004196167,4.537866592407227,3.9372665882110596,0.7309616208076477,175.52658081054688,259.9500427246094,1.97258722782135,-0.45911374768880353,-0.37811070299134797,-0.5618559980589617,0.12444062530994415,-6.76354759170315,-7.470795196509458,-5.802121287599453,-5.352200819451003,0.0,5.677274227142334,3.889634132385254,10.043061256408691,4.525173664093018,0.012709303574550879,-0.600787792270474,1.9490772353292607,-0.5193531513655248,0.6633722229636373,0.8292682926829268,0.17073170731707318,0.0,0.0,1.864480420761943,0.9795918367346939,1.709176062733739,0.0,0.32653061224489793,0.0,1.0,0.7077056765556335,-5.653061892031029,-4.930791153968567,0.061224489795918366,0.006816539038450758,0.3557946844475535,12.445181846618652,2.5071449279785156,1.0,5.653061892031029,0.4114663828846326,-31.21231582227356,31.21231582227356,0.22068688858447855,3.9372665882110596,0.15048778,0.65862167,0.19089058,0.025920073,2.0,,,,,,,,,,,,,,,,,,,6.0,0.13767370879650115,0.031010864302515984,0.8313154101371765,shared_road,3.0,parked,separated_path,parked,0.6414451501470846,0.07733871885545704,0.2533669716115803,0.010207978632144937,0.01764118075373309,0.6414451501470846,gradient_boosting,parked
VID_20260209_090112_00_001,12,2,5,1.4013999700546265,1.6683332920074463,0.2669333219528198,0.31728553771972656,124.19351196289062,137.5806884765625,2.1413004398345947,-0.29729588854731404,-0.19552420171683604,-0.3696270945511389,0.09550906717777252,-5.756577919709442,-6.648133479353538,-4.96434275719517,-3.967702501249776,3.081910099156108,7.397031307220459,6.549830913543701,8.443655967712402,6.704055309295654,-5.606417652140394,-5.691031808418058,-5.458761679335796,-9.95531334075506,9.95531334075506,0.0,1.0,0.0,1.0,1.797724934316447,1.0,7.404142586456841,0.0,0.0,0.0,0.0,0.11603235453367233,-5.756577919709442,-3.9272837774417027,0.0,-3.1186181740712935,5.537728909868179,18.73126983642578,2.6413787364959718,1.0,5.756577919709442,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.13922368884086608,0.03168959505856037,0.829086709022522,shared_road,4.0,cross_side,separated_path,adjacent_same,0.8668163118426316,0.8668163118426316,0.0162335921441592,0.0019713042671585467,0.019581456690704782,0.09539733505534577,gradient_boosting,sharing_road
VID_20260209_090112_00_001,15,2,43,2.9362666606903076,5.7390666007995605,2.802799940109253,0.7138550877571106,195.75811767578125,255.74508666992188,1.6778496503829956,-0.4559830309160507,-0.35996261319783673,-0.5032647919224938,0.1497686356306076,-6.225874079925767,-7.1636723753855085,-5.370607567285481,-5.1128554276299125,4.311584559051393,4.717166423797607,3.7845053672790527,7.280112266540527,4.107161998748779,0.48826362487078095,0.004895721639625751,1.8626885931169854,0.13838229360869408,0.8012537992500114,0.7906976744186046,0.18604651162790697,0.20930232558139536,0.0,2.030134882506382,1.0,1.3143038536732699,0.0,0.32558139534883723,0.0,1.0,0.29416316747665405,-5.327649389848175,-4.898716286690076,0.0,0.2405079726860198,0.3946800806953242,15.341801643371582,1.9027248144149782,1.0,5.327649389848175,1.5037995582855561,47.85120077301249,47.85120077301249,0.7407387416687219,2.802799940109253,0.034473028,0.40388063,0.5616463,0.080223165,2.0,,,,,,,,,,,,,,,,,,,6.0,0.2764697104692459,0.026421165466308592,0.6971091151237487,shared_road,3.0,adjacent_same,separated_path,parked,0.9702822026312669,0.006292433760009417,0.02035677014593613,0.0008710046346687377,0.002197588828118801,0.9702822026312669,gradient_boosting,parked
VID_20260209_090112_00_001,16,2,632,4.270933151245117,47.047000885009766,42.77606964111328,0.9003273248672485,65.40428161621094,105.2269287109375,3.2047574520111084,-0.22168361924402125,-0.07841989837074964,-0.5956557404025531,0.044344641268253326,-9.919560156798973,-11.60246826966869,-0.7942513751021142,-7.467430164647046,0.0,15.931656837463379,5.249556064605713,41.69390869140625,5.295008182525635,-0.003907383906607091,-0.8905746753594731,0.5859441405044957,-0.007210356722586455,0.435910984397076,0.6186708860759493,0.2990506329113924,0.03164556962025317,0.09018987341772151,0.005308308758614396,0.25158227848101267,0.09681972848556741,0.0,0.004746835443037975,0.0,1.0,0.9395999908447266,-7.437578958294802,-6.549074255783224,0.17405063291139242,-0.007814767813214182,0.871821968794152,14.774616241455078,3.2598231554031374,1.0,7.437578958294802,0.25130886840686284,-143.6303082010931,143.6303082010931,0.5026177368137257,42.77606964111328,0.063945614,0.008413173,0.9276412,0.020656407,3.0,0.05049167299616347,-130.93703873252525,130.93703873252525,11.307455987031268,18.05970758171528,-16.30349668628283,-12.074100933328722,1.0868793484419887,9.712269140205688,0.4943820224719101,89.14634696012436,0.03125,0.0625,0.90625,0.0,0.0,0.0,20.0,89.0,0.5667702078819274,0.03727143667638302,0.39595837593078614,separated_path,5.0,parked,separated_path,parked,0.551982942658263,0.0024672169181734305,0.4437226531528216,0.0007653226962604889,0.0010618645744815947,0.551982942658263,gradient_boosting,parked
VID_20260209_090112_00_001,17,2,658,4.604599952697754,49.04899978637695,44.444400787353516,0.8462018966674805,57.71820068359375,110.72311401367188,3.1278743743896484,0.02125104118644711,0.041120437661016376,-0.6378353726546881,0.03880228102207184,1.099327315616276,0.0022099729191913803,12.819189781135693,0.0,0.0,18.207268714904785,6.399879455566406,28.898757934570312,10.568937301635742,0.011932544652215696,-1.459666534053153,3.3708527210619397,-0.027230090534473488,0.48467917519424797,0.5867895545314901,0.2304147465437788,0.1597542242703533,0.09984639016897082,0.014747557495941335,0.2796352583586626,0.0796794432792786,0.0,0.022796352583586626,0.0,1.0,0.7069665789604187,-8.921759866206644,-7.596232069531095,0.5531914893617021,0.023865089304431392,0.9693583503884959,14.805014610290527,3.242250370979309,1.0,8.921759866206644,0.23725350297143602,-94.81393626134972,94.81393626134972,0.47450700594287204,44.444400787353516,0.008873015,0.049307954,0.941819,0.039895307,3.0,0.17978591434419516,-117.24526661573974,117.24526661573974,11.12236799746395,19.33883871225597,-3.760531628108204,-11.383961776506416,0.9662656636551366,9.871017500350906,0.48936170212765956,86.73865901837449,0.0,0.02857142857142857,0.9714285714285714,0.0,0.0,1.0,1.25,94.0,0.5756850361824035,0.037849612161517145,0.3864653706550598,separated_path,4.0,parked,separated_path,cross_side,0.534541311912038,0.0016264436267870114,0.534541311912038,0.0012780356637478803,0.0014716706717073824,0.46108253812571953,gradient_boosting,not_sharing
VID_20260209_090112_00_001,18,2,327,4.604599952697754,26.35966682434082,21.75506591796875,0.8839731216430664,59.277984619140625,141.92816162109375,3.179870128631592,-0.25352504593450725,-0.17096754324515223,0.34151464519587943,0.03999797999858856,-13.489248010187998,-17.896283797340097,-6.1800106161850294,-11.038894302324284,0.0,17.662981033325195,7.341100215911865,27.449583053588867,14.9054536819458,-0.12109579842311306,-3.7364920473856467,4.959426634189414,0.21873396800320116,1.8083891999439519,0.3333333333333333,0.5257731958762887,0.19243986254295534,0.1134020618556701,0.10250769526452286,0.3516819571865443,0.31787450800916817,0.0,0.17737003058103976,0.0,0.0,0.6106237769126892,-6.183438991733952,-3.9784075933289977,0.027522935779816515,-0.24219159684622613,3.6167783998879037,15.03098201751709,3.250095558166504,1.0,6.183438991733952,0.4539728011244359,-175.2163581312401,175.2163581312401,0.9079456022488718,21.75506591796875,0.043652732,0.04374354,0.9126037,0.078413785,3.0,0.41287344835920475,107.73755778321333,107.73755778321333,10.709211037799204,18.079483714492714,-19.975723454923877,-10.753596914790437,3.7309347876582697,14.973640800001256,0.19148936170212766,86.82465638693958,0.04,0.12,0.84,0.0,0.0,0.0,15.5,47.0,0.42217649817466735,0.06055547520518303,0.5172680258750916,shared_road,4.0,parked,separated_path,parked,0.9156774637709261,0.0011476461703103756,0.07453943618512408,0.0007113536814824882,0.007924100192156969,0.9156774637709261,gradient_boosting,parked
VID_20260209_090112_00_001,20,2,635,4.738066673278809,47.64759826660156,42.90953063964844,0.8984795808792114,63.068359375,125.615966796875,3.195143461227417,-0.10030073108585882,-0.005279259959290409,-0.6416094306330383,0.04272456839680672,-4.705790861903017,-5.992135924778365,5.0869948643826115,-2.273199899826604,0.0,16.535768508911133,4.995229721069336,29.105751037597656,7.051502227783203,0.01789016005797824,-0.5588031180588904,0.7493242467502712,-0.010221298719778619,0.4598791045412188,0.6236220472440945,0.28818897637795277,0.07244094488188976,0.05984251968503937,0.005434204739331307,0.25354330708661416,0.05372412062574504,0.0,0.011023622047244094,0.0,1.0,0.5425150394439697,-7.766553209344065,-6.731763980444787,0.30708661417322836,0.03578032011595648,0.9197582090824376,14.798577308654785,3.2827709674835206,1.0,7.766553209344065,0.17441692248977334,-108.57023415851636,108.57023415851636,0.34883384497954667,42.90953063964844,0.007058305,0.006618829,0.9863229,0.02518151,3.0,0.06726046161908314,-130.96045751802131,130.96045751802131,9.30369412506641,18.124186720154817,-9.76316994588462,-10.7007681554452,1.074941122034844,9.87580394628806,0.46153846153846156,88.44419416706039,0.02702702702702703,0.08108108108108109,0.8918918918918919,0.0,0.0,0.0,17.75,91.0,0.5756850361824035,0.037849612161517145,0.3864653706550598,separated_path,3.0,parked,separated_path,cross_side,0.5418888766844585,0.0038329131790055186,0.5418888766844585,0.0007580149239247274,0.0010269070300870284,0.45249328818252416,gradient_boosting,not_sharing
