frame,time_s,detected_vehicles,contains_vehicle,rolling_mean_5s
184,6.106106106106107,8,True,7.34
185,6.139472806139473,6,True,7.32
186,6.172839506172839,9,True,7.3
187,6.206206206206207,6,True,7.28
188,6.239572906239573,5,True,7.253333333333333
189,6.2729396062729395,6,True,7.22
190,6.306306306306307,5,True,7.2
191,6.339673006339673,5,True,7.193333333333333
192,6.3730397063730395,6,True,7.173333333333333
193,6.406406406406407,5,True,7.14
194,6.439773106439773,7,True,7.12
195,6.4731398064731405,7,True,7.1066666666666665
196,6.506506506506507,5,True,7.086666666666667
197,6.539873206539873,5,True,7.066666666666666
198,6.5732399065732405,6,True,7.046666666666667
199,6.606606606606607,7,True,7.04
200,6.639973306639973,7,True,7.033333333333333
201,6.673340006673341,6,True,7.013333333333334
202,6.706706706706707,8,True,7.006666666666667
203,6.740073406740073,7,True,6.98
204,6.773440106773441,8,True,6.953333333333333
205,6.806806806806807,8,True,6.92
206,6.8401735068401734,7,True,6.9
207,6.873540206873541,8,True,6.873333333333333
208,6.906906906906907,7,True,6.846666666666667
209,6.9402736069402735,8,True,6.826666666666667
210,6.973640306973641,7,True,6.8133333333333335
211,7.007007007007007,8,True,6.786666666666667
212,7.040373707040374,8,True,6.753333333333333
213,7.073740407073741,8,True,6.726666666666667
214,7.107107107107107,8,True,6.7
215,7.140473807140474,9,True,6.6866666666666665
216,7.173840507173841,7,True,6.673333333333333
217,7.207207207207207,6,True,6.626666666666667
218,7.240573907240575,6,True,6.593333333333334
219,7.273940607273941,5,True,6.573333333333333
220,7.307307307307307,5,True,6.54
221,7.340674007340675,7,True,6.513333333333334
222,7.374040707374041,5,True,6.493333333333333
223,7.407407407407407,5,True,6.46
224,7.440774107440775,6,True,6.433333333333334
225,7.474140807474141,6,True,6.3933333333333335
226,7.5075075075075075,9,True,6.3533333333333335
227,7.540874207540875,5,True,6.32
228,7.574240907574241,6,True,6.286666666666667
229,7.607607607607608,6,True,6.253333333333333
230,7.640974307640975,7,True,6.233333333333333
231,7.674341007674341,7,True,6.206666666666667
232,7.707707707707708,8,True,6.166666666666667
233,7.741074407741075,7,True,6.126666666666667
234,7.774441107774441,7,True,6.1
235,7.807807807807808,7,True,6.073333333333333
236,7.841174507841175,6,True,6.04
237,7.874541207874541,6,True,6.013333333333334
238,7.907907907907909,6,True,5.973333333333334
239,7.941274607941275,5,True,5.94
240,7.974641307974641,6,True,5.9
241,8.008008008008009,5,True,5.866666666666666
242,8.041374708041374,5,True,5.826666666666667
243,8.074741408074741,4,True,5.8
244,8.108108108108109,5,True,5.773333333333333
245,8.141474808141474,5,True,5.753333333333333
246,8.174841508174842,4,True,5.72
247,8.208208208208209,5,True,5.693333333333333
248,8.241574908241574,4,True,5.66
249,8.274941608274942,4,True,5.626666666666667
250,8.308308308308309,5,True,5.6
251,8.341675008341676,6,True,5.58
252,8.375041708375042,7,True,5.566666666666666
253,8.408408408408409,6,True,5.546666666666667
254,8.441775108441776,4,True,5.493333333333333
255,8.475141808475142,4,True,5.46
256,8.508508508508509,4,True,5.426666666666667
257,8.541875208541876,4,True,5.406666666666666
258,8.575241908575242,4,True,5.386666666666667
259,8.608608608608609,6,True,5.36
260,8.641975308641976,6,True,5.326666666666667
261,8.675342008675342,6,True,5.3133333333333335
262,8.70870870870871,5,True,5.273333333333333
263,8.742075408742076,4,True,5.266666666666667
264,8.775442108775442,5,True,5.26
265,8.80880880880881,6,True,5.246666666666667
266,8.842175508842177,4,True,5.246666666666667
267,8.875542208875542,4,True,5.246666666666667
268,8.90890890890891,5,True,5.24
269,8.942275608942277,5,True,5.246666666666667
270,8.975642308975642,6,True,5.233333333333333
271,9.00900900900901,6,True,5.213333333333333
272,9.042375709042377,6,True,5.206666666666667
273,9.075742409075742,6,True,5.206666666666667
274,9.10910910910911,5,True,5.193333333333333
275,9.142475809142477,5,True,5.173333333333333
276,9.175842509175842,5,True,5.153333333333333
277,9.20920920920921,5,True,5.1466666666666665
278,9.242575909242577,5,True,5.12
279,9.275942609275942,5,True,5.1
280,9.30930930930931,5,True,5.086666666666667
281,9.342676009342677,5,True,5.06
282,9.376042709376042,5,True,5.04
283,9.40940940940941,5,True,5.013333333333334
284,9.442776109442777,7,True,4.993333333333333
285,9.476142809476142,5,True,4.98
286,9.50950950950951,5,True,4.966666666666667
287,9.542876209542877,5,True,4.933333333333334
288,9.576242909576242,5,True,4.906666666666666
289,9.60960960960961,5,True,4.886666666666667
290,9.642976309642977,5,True,4.86
291,9.676343009676343,4,True,4.826666666666667
292,9.70970970970971,5,True,4.806666666666667
293,9.743076409743077,5,True,4.8
294,9.776443109776443,6,True,4.786666666666667
295,9.80980980980981,4,True,4.78
296,9.843176509843177,5,True,4.78
297,9.876543209876544,5,True,4.766666666666667
298,9.90990990990991,5,True,4.766666666666667
299,9.943276609943277,4,True,4.766666666666667
300,9.976643309976645,4,True,4.766666666666667
301,10.01001001001001,4,True,4.78
302,10.043376710043377,5,True,4.753333333333333
303,10.076743410076745,5,True,4.76
304,10.11011011011011,6,True,4.746666666666667
305,10.143476810143477,5,True,4.733333333333333
306,10.176843510176845,4,True,4.72
307,10.21021021021021,3,True,4.7
308,10.243576910243577,3,True,4.673333333333333
309,10.276943610276945,3,True,4.653333333333333
310,10.31031031031031,4,True,4.64
311,10.343677010343677,4,True,4.62
312,10.377043710377045,4,True,4.6066666666666665
313,10.41041041041041,4,True,4.6
314,10.443777110443778,3,True,4.586666666666667
315,10.477143810477145,4,True,4.58
316,10.51051051051051,3,True,4.566666666666666
317,10.543877210543878,4,True,4.566666666666666
318,10.577243910577245,4,True,4.56
319,10.61061061061061,5,True,4.56
320,10.643977310643978,4,True,4.553333333333334
321,10.677344010677345,4,True,4.553333333333334
322,10.71071071071071,4,True,4.56
323,10.744077410744078,4,True,4.56
324,10.777444110777445,4,True,4.56
325,10.81081081081081,4,True,4.573333333333333
326,10.844177510844178,4,True,4.586666666666667
327,10.877544210877545,3,True,4.573333333333333
328,10.91091091091091,3,True,4.546666666666667
329,10.944277610944278,3,True,4.533333333333333
330,10.977644310977645,3,True,4.54
331,11.01101101101101,4,True,4.54
332,11.044377711044378,4,True,4.54
333,11.077744411077745,4,True,4.533333333333333
334,11.11111111111111,3,True,4.533333333333333
335,11.144477811144478,4,True,4.533333333333333
336,11.177844511177845,3,True,4.52
337,11.21121121121121,5,True,4.5
338,11.244577911244578,4,True,4.506666666666667
339,11.277944611277945,4,True,4.5
340,11.311311311311313,5,True,4.5
341,11.344678011344678,5,True,4.486666666666666
342,11.378044711378045,5,True,4.486666666666666
343,11.411411411411413,6,True,4.493333333333333
344,11.444778111444778,5,True,4.48
345,11.478144811478145,4,True,4.46
346,11.511511511511513,4,True,4.453333333333333
347,11.544878211544878,5,True,4.44
348,11.578244911578246,4,True,4.426666666666667
349,11.611611611611613,4,True,4.406666666666666
350,11.644978311644978,4,True,4.4
351,11.678345011678346,5,True,4.386666666666667
352,11.711711711711713,4,True,4.373333333333333
353,11.745078411745078,4,True,4.36
354,11.778445111778446,6,True,4.3533333333333335
355,11.811811811811813,4,True,4.346666666666667
356,11.845178511845178,4,True,4.34
357,11.878545211878546,4,True,4.333333333333333
358,11.911911911911913,4,True,4.326666666666667
359,11.945278611945279,6,True,4.32
360,11.978645311978646,5,True,4.3
361,12.012012012012013,3,True,4.293333333333333
362,12.045378712045379,4,True,4.28
363,12.078745412078746,5,True,4.266666666666667
364,12.112112112112113,4,True,4.26
365,12.145478812145479,4,True,4.246666666666667
366,12.178845512178846,4,True,4.24
367,12.212212212212213,5,True,4.24
368,12.245578912245579,4,True,4.226666666666667
369,12.278945612278946,4,True,4.213333333333333
370,12.312312312312313,5,True,4.2
371,12.345679012345679,5,True,4.193333333333333
372,12.379045712379046,5,True,4.1866666666666665
373,12.412412412412413,5,True,4.18
374,12.445779112445779,6,True,4.173333333333333
375,12.479145812479146,8,True,4.173333333333333
376,12.512512512512513,5,True,4.173333333333333
377,12.545879212545879,6,True,4.166666666666667
378,12.579245912579246,4,True,4.166666666666667
379,12.612612612612613,4,True,4.16
380,12.645979312645979,5,True,4.153333333333333
381,12.679346012679346,4,True,4.153333333333333
382,12.712712712712714,4,True,4.153333333333333
383,12.746079412746079,4,True,4.18
384,12.779446112779446,5,True,4.1866666666666665
385,12.812812812812814,4,True,4.193333333333333
386,12.84617951284618,4,True,4.1866666666666665
387,12.879546212879546,5,True,4.193333333333333
388,12.912912912912914,4,True,4.193333333333333
389,12.946279612946281,4,True,4.1866666666666665
390,12.979646312979646,4,True,4.2
391,13.013013013013014,5,True,4.22
392,13.046379713046381,4,True,4.24
393,13.079746413079747,4,True,4.246666666666667
394,13.113113113113114,4,True,4.253333333333333
395,13.146479813146481,5,True,4.253333333333333
396,13.179846513179847,5,True,4.253333333333333
397,13.213213213213214,5,True,4.253333333333333
398,13.246579913246581,4,True,4.26
399,13.279946613279947,6,True,4.266666666666667
400,13.313313313313314,7,True,4.26
401,13.346680013346681,4,True,4.266666666666667
402,13.380046713380047,3,True,4.273333333333333
403,13.413413413413414,4,True,4.28
404,13.446780113446781,5,True,4.286666666666667
405,13.480146813480147,4,True,4.3
406,13.513513513513514,4,True,4.306666666666667
407,13.546880213546881,3,True,4.306666666666667
408,13.580246913580247,4,True,4.3133333333333335
409,13.613613613613614,6,True,4.32
410,13.646980313646981,4,True,4.333333333333333
411,13.680347013680347,3,True,4.34
412,13.713713713713714,6,True,4.36
413,13.747080413747081,3,True,4.3533333333333335
414,13.780447113780447,5,True,4.3533333333333335
415,13.813813813813814,4,True,4.3533333333333335
416,13.847180513847182,4,True,4.346666666666667
417,13.880547213880547,5,True,4.346666666666667
418,13.913913913913914,3,True,4.346666666666667
419,13.947280613947282,2,True,4.346666666666667
420,13.980647313980647,5,True,4.346666666666667
421,14.014014014014014,4,True,4.36
422,14.047380714047382,4,True,4.36
423,14.080747414080747,3,True,4.36
424,14.114114114114114,4,True,4.366666666666666
425,14.147480814147482,3,True,4.373333333333333
426,14.180847514180847,3,True,4.373333333333333
427,14.214214214214214,3,True,4.366666666666666
428,14.247580914247582,4,True,4.38
429,14.280947614280947,4,True,4.386666666666667
430,14.314314314314315,4,True,4.373333333333333
431,14.347681014347682,4,True,4.38
432,14.38104771438105,4,True,4.38
433,14.414414414414415,4,True,4.38
434,14.447781114447782,4,True,4.386666666666667
435,14.48114781448115,4,True,4.373333333333333
436,14.514514514514515,3,True,4.366666666666666
437,14.547881214547882,3,True,4.373333333333333
438,14.58124791458125,4,True,4.38
439,14.614614614614615,3,True,4.373333333333333
440,14.647981314647982,4,True,4.373333333333333
441,14.68134801468135,4,True,4.366666666666666
442,14.714714714714715,3,True,4.373333333333333
443,14.748081414748082,3,True,4.373333333333333
444,14.78144811478145,4,True,4.386666666666667
445,14.814814814814815,3,True,4.3933333333333335
446,14.848181514848182,4,True,4.3933333333333335
447,14.88154821488155,4,True,4.3933333333333335
448,14.914914914914915,4,True,4.3933333333333335
449,14.948281614948282,4,True,4.3933333333333335
450,14.98164831498165,4,True,4.3933333333333335
451,15.015015015015015,3,True,4.373333333333333
452,15.048381715048382,5,True,4.366666666666666
453,15.08174841508175,4,True,4.36
454,15.115115115115115,5,True,4.366666666666666
455,15.148481815148482,5,True,4.373333333333333
456,15.18184851518185,4,True,4.373333333333333
457,15.215215215215215,7,True,4.38
458,15.248581915248582,4,True,4.386666666666667
459,15.28194861528195,4,True,4.3933333333333335
460,15.315315315315315,3,True,4.3933333333333335
461,15.348682015348682,5,True,4.4
462,15.38204871538205,4,True,4.406666666666666
463,15.415415415415415,3,True,4.406666666666666
464,15.448782115448783,5,True,4.42
465,15.48214881548215,7,True,4.426666666666667
466,15.515515515515515,6,True,4.433333333333334
467,15.548882215548883,5,True,4.433333333333334
468,15.58224891558225,5,True,4.44
469,15.615615615615615,5,True,4.446666666666666
470,15.648982315648983,4,True,4.453333333333333
471,15.68234901568235,4,True,4.46
472,15.715715715715715,5,True,4.46
473,15.749082415749083,5,True,4.46
474,15.78244911578245,3,True,4.46
475,15.815815815815817,5,True,4.446666666666666
476,15.849182515849183,5,True,4.426666666666667
477,15.88254921588255,4,True,4.426666666666667
478,15.915915915915917,4,True,4.433333333333334
479,15.949282615949283,5,True,4.433333333333334
480,15.98264931598265,4,True,4.426666666666667
481,16.016016016016017,4,True,4.426666666666667
482,16.049382716049383,5,True,4.426666666666667
483,16.08274941608275,5,True,4.433333333333334
484,16.116116116116117,5,True,4.433333333333334
485,16.149482816149483,5,True,4.42
486,16.18284951618285,6,True,4.42
487,16.216216216216218,4,True,4.426666666666667
488,16.249582916249583,4,True,4.413333333333333
489,16.28294961628295,4,True,4.42
490,16.316316316316318,4,True,4.413333333333333
491,16.349683016349683,5,True,4.413333333333333
492,16.38304971638305,5,True,4.413333333333333
493,16.416416416416418,6,True,4.413333333333333
494,16.449783116449783,5,True,4.42
495,16.48314981648315,6,True,4.433333333333334
496,16.516516516516518,4,True,4.426666666666667
497,16.549883216549883,5,True,4.426666666666667
498,16.583249916583252,5,True,4.426666666666667
499,16.616616616616618,5,True,4.44
500,16.649983316649983,4,True,4.44
501,16.683350016683352,4,True,4.446666666666666
502,16.716716716716718,6,True,4.453333333333333
503,16.750083416750083,5,True,4.46
504,16.783450116783452,4,True,4.46
505,16.816816816816818,5,True,4.46
506,16.850183516850183,4,True,4.46
507,16.883550216883553,4,True,4.46
508,16.916916916916918,5,True,4.46
509,16.950283616950284,4,True,4.46
510,16.983650316983653,4,True,4.466666666666667
511,17.017017017017018,4,True,4.466666666666667
512,17.050383717050384,5,True,4.486666666666666
513,17.083750417083753,4,True,4.5
514,17.117117117117118,4,True,4.5
515,17.150483817150484,3,True,4.52
516,17.183850517183853,5,True,4.513333333333334
517,17.217217217217218,5,True,4.52
518,17.250583917250584,6,True,4.533333333333333
519,17.283950617283953,5,True,4.54
520,17.31731731731732,5,True,4.546666666666667
521,17.350684017350684,5,True,4.553333333333334
522,17.384050717384053,5,True,4.566666666666666
523,17.41741741741742,5,True,4.566666666666666
524,17.450784117450784,6,True,4.56
525,17.484150817484153,5,True,4.56
526,17.51751751751752,4,True,4.553333333333334
527,17.550884217550884,5,True,4.553333333333334
528,17.584250917584253,5,True,4.54
529,17.61761761761762,5,True,4.533333333333333
530,17.650984317650984,5,True,4.52
531,17.684351017684353,5,True,4.506666666666667
532,17.71771771771772,5,True,4.506666666666667
533,17.751084417751084,5,True,4.48
534,17.784451117784453,5,True,4.473333333333334
535,17.81781781781782,5,True,4.48
536,17.851184517851184,5,True,4.486666666666666
537,17.884551217884553,5,True,4.48
538,17.91791791791792,6,True,4.493333333333333
539,17.951284617951284,5,True,4.5
540,17.984651317984653,5,True,4.493333333333333
541,18.01801801801802,5,True,4.48
542,18.051384718051384,5,True,4.473333333333334
543,18.084751418084753,5,True,4.466666666666667
544,18.11811811811812,5,True,4.46
545,18.151484818151484,6,True,4.453333333333333
546,18.184851518184853,5,True,4.46
547,18.21821821821822,5,True,4.466666666666667
548,18.251584918251584,4,True,4.473333333333334
549,18.284951618284953,4,True,4.466666666666667
550,18.31831831831832,4,True,4.466666666666667
551,18.351685018351684,4,True,4.46
552,18.385051718385053,4,True,4.46
553,18.41841841841842,4,True,4.46
554,18.451785118451784,4,True,4.473333333333334
555,18.485151818485154,4,True,4.473333333333334
556,18.51851851851852,4,True,4.48
557,18.551885218551885,4,True,4.493333333333333
558,18.585251918585254,4,True,4.48
559,18.61861861861862,4,True,4.48
560,18.651985318651985,4,True,4.486666666666666
561,18.685352018685354,4,True,4.493333333333333
562,18.71871871871872,4,True,4.5
563,18.752085418752085,4,True,4.506666666666667
564,18.785452118785454,4,True,4.506666666666667
565,18.81881881881882,4,True,4.513333333333334
566,18.852185518852185,4,True,4.52
567,18.885552218885554,5,True,4.526666666666666
568,18.91891891891892,4,True,4.533333333333333
569,18.952285618952285,4,True,4.533333333333333
570,18.985652318985654,4,True,4.533333333333333
571,19.01901901901902,4,True,4.533333333333333
572,19.052385719052385,4,True,4.54
573,19.085752419085754,5,True,4.54
574,19.11911911911912,4,True,4.54
575,19.152485819152485,4,True,4.533333333333333
576,19.185852519185854,4,True,4.546666666666667
577,19.21921921921922,4,True,4.546666666666667
578,19.252585919252585,4,True,4.553333333333334
579,19.285952619285954,4,True,4.586666666666667
580,19.31931931931932,4,True,4.6
581,19.352686019352685,4,True,4.633333333333334
582,19.386052719386054,4,True,4.653333333333333
583,19.41941941941942,4,True,4.666666666666667
584,19.452786119452785,5,True,4.673333333333333
585,19.486152819486154,4,True,4.693333333333333
586,19.51951951951952,6,True,4.713333333333333
587,19.552886219552885,5,True,4.753333333333333
588,19.586252919586254,4,True,4.806666666666667
589,19.61961961961962,6,True,4.8533333333333335
590,19.65298631965299,3,True,4.9
591,19.686353019686354,5,True,4.926666666666667
592,19.71971971971972,5,True,4.966666666666667
593,19.75308641975309,4,True,5.0
594,19.786453119786454,5,True,5.02
595,19.81981981981982,4,True,5.046666666666667
596,19.85318651985319,6,True,5.073333333333333
597,19.886553219886554,4,True,5.113333333333333
598,19.91991991991992,3,True,5.153333333333333
599,19.95328661995329,4,True,5.173333333333333
600,19.986653319986655,3,True,5.2
601,20.02002002002002,3,True,5.24
602,20.05338672005339,3,True,5.28
603,20.086753420086755,3,True,5.3133333333333335
604,20.12012012012012,3,True,5.346666666666667
605,20.15348682015349,3,True,5.386666666666667
606,20.186853520186855,4,True,5.406666666666666
607,20.22022022022022,3,True,5.426666666666667
608,20.25358692025359,3,True,5.453333333333333
609,20.286953620286955,5,True,5.473333333333334
610,20.32032032032032,4,True,5.506666666666667
611,20.35368702035369,4,True,5.526666666666666
612,20.387053720387055,6,True,5.546666666666667
613,20.42042042042042,4,True,5.586666666666667
614,20.45378712045379,4,True,5.613333333333333
615,20.487153820487155,5,True,5.6466666666666665
616,20.52052052052052,5,True,5.66
617,20.55388722055389,4,True,5.7
618,20.587253920587255,4,True,5.74
619,20.62062062062062,4,True,5.78
620,20.65398732065399,5,True,5.826666666666667
621,20.687354020687355,5,True,5.886666666666667
622,20.72072072072072,6,True,5.953333333333333
623,20.75408742075409,4,True,5.986666666666666
624,20.787454120787455,3,True,6.033333333333333
625,20.82082082082082,4,True,6.086666666666667
626,20.85418752085419,5,True,6.133333333333334
627,20.887554220887555,4,True,6.166666666666667
628,20.92092092092092,6,True,6.226666666666667
629,20.95428762095429,5,True,6.266666666666667
630,20.987654320987655,5,True,6.3133333333333335
631,21.02102102102102,6,True,6.36
632,21.05438772105439,3,True,6.3933333333333335
633,21.087754421087755,5,True,6.426666666666667
634,21.12112112112112,6,True,6.46
635,21.15448782115449,6,True,6.493333333333333
636,21.187854521187855,7,True,6.526666666666666
637,21.22122122122122,5,True,6.56
638,21.25458792125459,4,True,6.6
639,21.287954621287955,5,True,6.633333333333334
640,21.32132132132132,5,True,6.666666666666667
641,21.35468802135469,6,True,6.713333333333333
642,21.388054721388055,6,True,6.773333333333333
643,21.42142142142142,6,True,6.806666666666667
644,21.45478812145479,5,True,6.84
645,21.488154821488155,6,True,6.88
646,21.52152152152152,5,True,6.926666666666667
647,21.55488822155489,5,True,6.96
648,21.588254921588256,5,True,7.0
649,21.62162162162162,4,True,7.04
650,21.65498832165499,6,True,7.066666666666666
651,21.688355021688356,4,True,7.093333333333334
652,21.72172172172172,7,True,7.153333333333333
653,21.75508842175509,10,True,7.22
654,21.788455121788456,6,True,7.286666666666667
655,21.82182182182182,10,True,7.346666666666667
656,21.85518852185519,7,True,7.3933333333333335
657,21.888555221888556,6,True,7.426666666666667
658,21.92192192192192,6,True,7.453333333333333
659,21.95528862195529,7,True,7.486666666666666
660,21.988655321988656,7,True,7.526666666666666
661,22.02202202202202,10,True,7.573333333333333
662,22.05538872205539,13,True,7.6
663,22.088755422088756,11,True,7.633333333333334
664,22.12212212212212,11,True,7.6866666666666665
665,22.15548882215549,7,True,7.72
