ground_truth_boxes,predictions,ap50,precision_at_0.25,recall_at_0.25,f1_at_0.25,tp_at_0.25,fp_at_0.25,fn_at_0.25,model,weights,mean_inference_ms
254,2771,1.0,1.0,0.7637795275590551,0.8660714285714286,194,0,60,YOLO11n,yolo11n.pt,189.28614583273884
254,1814,0.8429912229409781,0.8672985781990521,0.7204724409448819,0.7870967741935484,183,28,71,YOLO11s,yolo11s.pt,563.141504166803
254,3752,0.8260447180882486,0.9085365853658537,0.5866141732283464,0.7129186602870813,149,15,105,YOLO26n,yolo26n.pt,178.75532500086896
254,2910,0.8021436697486828,0.8520408163265306,0.65748031496063,0.7422222222222223,167,29,87,YOLO26s,yolo26s.pt,467.01964166762383
