track_id,relation,t_start,t_end,z_min_m,x_inner_absmin_m,event,clearance_m,side,speed_difference_mps,score
5742,ego_lane,847.92,849.17,1.5,0.54,vehicle_close_in_my_lane,,,,
5838,cross_side,861.33,863.5,5.7,1.96,crossing_traffic_near,,,,
5943,parked,871.75,872.25,4.6,5.86,overtaken_by_vehicle,5.89,right,1.7,
5965,cross_side,877.08,879.5,8.3,9.65,crossing_traffic_near,,,,
6045,cross_side,885.25,890.67,5.3,4.34,crossing_traffic_near,,,,
6062,cross_side,887.58,890.25,4.9,5.15,crossing_traffic_near,,,,
6097,cross_side,894.0,907.92,7.9,10.45,crossing_traffic_near,,,,
6099,cross_side,895.25,899.75,9.6,3.87,crossing_traffic_near,,,,
6102,cross_side,896.67,898.08,9.1,5.73,crossing_traffic_near,,,,
6108,cross_side,897.58,905.0,10.7,14.88,crossing_traffic_near,,,,
6123,cross_side,898.75,901.83,7.7,0.0,crossing_traffic_near,,,,
6124,cross_side,898.75,902.67,11.5,15.81,crossing_traffic_near,,,,
6125,cross_side,898.92,907.42,3.2,2.56,crossing_traffic_near,,,,
6128,cross_side,899.42,904.33,9.9,11.33,crossing_traffic_near,,,,
6132,cross_side,902.42,910.83,3.8,1.93,crossing_traffic_near,,,,
6167,cross_side,907.83,910.17,2.5,1.96,crossing_traffic_near,,,,
6181,cross_side,909.75,910.92,3.5,2.16,crossing_traffic_near,,,,
6219,parked,919.92,920.17,2.0,1.47,overtaken_by_vehicle,1.47,right,1.1,
6219,parked,919.92,920.17,2.0,1.47,close_pass_under_1p5m,1.47,right,,
6242,cross_side,921.5,927.42,3.9,0.11,crossing_traffic_near,,,,
6249,cross_side,922.17,923.92,4.3,3.22,crossing_traffic_near,,,,
6265,cross_side,925.67,926.75,10.1,1.22,crossing_traffic_near,,,,
6267,cross_side,925.75,928.75,6.4,0.0,crossing_traffic_near,,,,
6276,cross_side,927.25,928.33,5.0,1.42,crossing_traffic_near,,,,
6278,cross_side,927.42,928.0,5.4,4.88,crossing_traffic_near,,,,
6283,cross_side,928.42,930.83,9.8,0.0,crossing_traffic_near,,,,
6284,cross_side,928.5,931.5,8.4,0.0,crossing_traffic_near,,,,
6297,cross_side,931.5,933.58,9.5,0.0,crossing_traffic_near,,,,
6302,cross_side,932.17,935.17,6.7,0.0,crossing_traffic_near,,,,
6307,cross_side,933.58,935.5,9.7,0.0,crossing_traffic_near,,,,
6311,cross_side,933.83,936.42,4.2,0.0,crossing_traffic_near,,,,
6337,cross_side,937.83,938.92,3.5,1.57,crossing_traffic_near,,,,
6501,cross_side,957.33,959.58,5.9,1.72,crossing_traffic_near,,,,
6509,cross_side,957.83,960.75,2.9,0.0,crossing_traffic_near,,,,
6640,cross_side,972.5,974.42,9.5,0.0,crossing_traffic_near,,,,
6643,cross_side,973.17,974.83,4.7,3.49,crossing_traffic_near,,,,
6683,cross_side,979.83,982.08,5.4,5.97,crossing_traffic_near,,,,
6745,cross_side,1025.25,1027.08,8.0,0.0,crossing_traffic_near,,,,
6755,cross_side,1026.42,1028.92,5.4,0.0,crossing_traffic_near,,,,
6763,cross_side,1028.92,1030.67,4.4,0.0,crossing_traffic_near,,,,
6774,cross_side,1030.42,1032.08,9.1,0.0,crossing_traffic_near,,,,
6777,cross_side,1031.0,1032.75,8.6,0.0,crossing_traffic_near,,,,
6787,cross_side,1033.0,1033.42,5.8,0.0,crossing_traffic_near,,,,
6804,cross_side,1036.0,1040.17,2.6,2.9,crossing_traffic_near,,,,
6833,cross_side,1041.5,1046.67,8.9,2.74,crossing_traffic_near,,,,
6839,cross_side,1042.33,1044.75,9.2,0.0,crossing_traffic_near,,,,
6841,cross_side,1042.67,1043.0,11.1,15.41,crossing_traffic_near,,,,
6850,cross_side,1043.75,1048.92,6.7,8.89,crossing_traffic_near,,,,
6856,cross_side,1044.58,1053.0,5.1,0.0,crossing_traffic_near,,,,
6857,cross_side,1045.25,1048.92,7.9,0.0,crossing_traffic_near,,,,
6866,cross_side,1048.08,1048.83,10.0,8.22,crossing_traffic_near,,,,
6903,cross_side,1055.0,1057.08,9.0,0.51,crossing_traffic_near,,,,
6912,ego_lane,1057.42,1074.83,2.2,0.0,vehicle_close_in_my_lane,,,,
6920,ego_lane,1060.67,1065.75,2.5,2.34,vehicle_close_in_my_lane,,,,
6921,ego_lane,1060.83,1061.17,1.9,1.09,overtaken_by_vehicle,1.17,left,6.3,
6921,ego_lane,1060.83,1061.17,1.9,1.09,close_pass_under_1p5m,1.17,left,,
6921,ego_lane,1060.83,1061.17,1.9,1.09,vehicle_close_in_my_lane,,,,
6928,ego_lane,1062.67,1064.17,6.7,3.14,overtaken_by_vehicle,3.14,left,2.0,
6930,parked,1063.17,1063.58,2.3,1.93,overtaken_by_vehicle,1.93,right,0.8,
6980,cross_side,1072.75,1076.42,10.7,0.0,crossing_traffic_near,,,,
6993,cross_side,1073.42,1081.75,6.6,3.02,overtaken_by_vehicle,12.69,right,0.8,
6993,cross_side,1073.42,1081.75,6.6,3.02,crossing_traffic_near,,,,
6997,oncoming,1073.67,1074.08,9.6,0.88,oncoming_close_pass,,,,
7015,cross_side,1075.42,1091.25,5.3,0.0,overtaken_by_vehicle,0.0,left,1.3,
7015,cross_side,1075.42,1091.25,5.3,0.0,close_pass_under_1p5m,0.0,left,,
7015,cross_side,1075.42,1091.25,5.3,0.0,crossing_traffic_near,,,,
7063,cross_side,1083.5,1084.0,5.3,4.34,crossing_traffic_near,,,,
7191,cross_side,1098.5,1104.0,9.7,7.44,crossing_traffic_near,,,,
7238,cross_side,1102.58,1105.5,2.6,2.47,crossing_traffic_near,,,,
7276,cross_side,1108.0,1115.0,6.5,0.0,crossing_traffic_near,,,,
7305,cross_side,1111.42,1112.83,4.8,0.0,crossing_traffic_near,,,,
7306,cross_side,1111.58,1112.33,6.1,1.71,crossing_traffic_near,,,,
7313,cross_side,1112.67,1114.5,7.4,0.0,crossing_traffic_near,,,,
7315,cross_side,1112.83,1114.08,8.0,0.0,crossing_traffic_near,,,,
7329,cross_side,1115.33,1118.75,5.2,0.0,crossing_traffic_near,,,,
7342,cross_side,1117.0,1120.25,5.6,0.0,crossing_traffic_near,,,,
7348,cross_side,1118.25,1119.42,8.9,3.28,crossing_traffic_near,,,,
7360,cross_side,1120.42,1123.33,5.6,0.0,crossing_traffic_near,,,,
7369,cross_side,1121.5,1125.83,5.9,0.0,crossing_traffic_near,,,,
7386,cross_side,1127.75,1129.75,7.2,0.0,crossing_traffic_near,,,,
7394,cross_side,1128.5,1131.5,5.8,0.0,crossing_traffic_near,,,,
7400,cross_side,1129.25,1132.92,11.6,0.0,crossing_traffic_near,,,,
7402,cross_side,1130.5,1135.5,10.9,13.79,crossing_traffic_near,,,,
7414,cross_side,1131.92,1134.08,8.7,0.0,crossing_traffic_near,,,,
7438,cross_side,1136.5,1138.92,8.9,0.0,crossing_traffic_near,,,,
7505,cross_side,1146.08,1150.25,5.9,3.45,crossing_traffic_near,,,,
7526,cross_side,1151.83,1163.5,8.8,0.0,crossing_traffic_near,,,,
7583,cross_side,1158.83,1164.67,7.1,0.0,crossing_traffic_near,,,,
7606,cross_side,1162.08,1164.75,3.6,3.45,crossing_traffic_near,,,,
7609,cross_side,1162.58,1165.92,3.1,2.76,crossing_traffic_near,,,,
7675,cross_side,1176.0,1178.75,11.6,9.57,crossing_traffic_near,,,,
7739,oncoming,1197.08,1201.33,2.7,1.27,oncoming_close_pass,,,,
7810,parked,1206.08,1206.83,5.3,6.87,overtaken_by_vehicle,7.25,right,2.2,
7825,cross_side,1208.5,1209.67,9.9,0.73,crossing_traffic_near,,,,
7849,cross_side,1214.5,1216.42,10.5,0.48,crossing_traffic_near,,,,
7889,cross_side,1222.42,1226.5,5.9,4.67,crossing_traffic_near,,,,
7894,cross_side,1223.17,1224.42,5.9,6.12,overtaken_by_vehicle,6.41,left,2.8,
7894,cross_side,1223.17,1224.42,5.9,6.12,crossing_traffic_near,,,,
7895,cross_side,1223.5,1225.5,6.8,6.44,crossing_traffic_near,,,,
7899,cross_side,1223.92,1226.5,9.8,5.06,crossing_traffic_near,,,,
791,parked,281.75,286.58,1.6,0.18,emergency_vehicle_review,,,,1.0
7188,adjacent_same,1098.33,1103.58,1.7,0.98,emergency_vehicle_review,,,,1.0
7162,parked,1095.75,1098.42,2.4,0.0,emergency_vehicle_review,,,,1.0
958,parked,292.75,296.58,1.9,0.0,emergency_vehicle_review,,,,0.99
5660,adjacent_same,843.08,845.17,2.5,0.11,emergency_vehicle_review,,,,0.99
1192,parked,312.5,315.75,3.3,1.64,emergency_vehicle_review,,,,0.99
1194,parked,312.92,314.33,4.5,4.58,emergency_vehicle_review,,,,0.99
2489,adjacent_same,430.42,433.42,1.8,1.28,emergency_vehicle_review,,,,0.99
1751,adjacent_same,362.92,368.75,1.9,0.0,emergency_vehicle_review,,,,0.99
7276,cross_side,1108.0,1115.0,6.5,0.0,emergency_vehicle_review,,,,0.99
