track_id,relation,t_start,t_end,z_min_m,x_inner_absmin_m,event,clearance_m,side,speed_difference_mps,score
1810,ego_lane,232.33,233.67,1.7,0.09,vehicle_close_in_my_lane,,,,
1823,ego_lane,234.75,235.0,2.3,0.38,vehicle_close_in_my_lane,,,,
1829,ego_lane,235.33,235.58,2.4,0.29,vehicle_close_in_my_lane,,,,
1842,cross_side,236.75,237.5,1.7,1.44,crossing_traffic_near,,,,
1945,cross_side,246.25,247.75,2.1,1.71,crossing_traffic_near,,,,
1956,ego_lane,247.42,247.75,2.0,1.67,vehicle_close_in_my_lane,,,,
2003,cross_side,252.75,259.08,5.3,5.11,crossing_traffic_near,,,,
2045,ego_lane,260.5,260.67,1.9,0.0,vehicle_close_in_my_lane,,,,
2060,cross_side,264.67,266.17,9.9,0.0,crossing_traffic_near,,,,
2062,cross_side,264.83,288.58,6.9,7.87,crossing_traffic_near,,,,
2076,cross_side,275.67,279.75,10.0,0.0,crossing_traffic_near,,,,
2084,cross_side,280.83,288.5,7.9,9.31,crossing_traffic_near,,,,
2085,cross_side,281.08,288.92,8.3,9.26,crossing_traffic_near,,,,
2092,ego_lane,288.0,288.58,1.8,0.0,vehicle_close_in_my_lane,,,,
2093,ego_lane,289.0,289.92,2.0,0.0,vehicle_close_in_my_lane,,,,
2120,cross_side,295.92,296.83,3.2,2.96,crossing_traffic_near,,,,
2125,parked,296.25,296.58,5.7,6.59,overtaken_by_vehicle,6.59,left,3.9,
2638,cross_side,332.25,335.83,2.7,2.46,crossing_traffic_near,,,,
2710,cross_side,335.75,338.0,9.8,9.16,crossing_traffic_near,,,,
2866,parked,344.17,344.67,2.0,1.15,overtaken_by_vehicle,1.21,right,1.3,
2866,parked,344.17,344.67,2.0,1.15,close_pass_under_1p5m,1.21,right,,
2920,cross_side,354.33,358.25,10.9,12.93,crossing_traffic_near,,,,
2983,ego_lane,361.08,362.17,4.6,0.08,vehicle_close_in_my_lane,,,,
3015,ego_lane,363.33,364.33,5.3,0.32,vehicle_close_in_my_lane,,,,
3043,ego_lane,365.42,372.25,4.9,0.0,vehicle_close_in_my_lane,,,,
3214,ego_lane,377.17,379.17,2.6,0.0,vehicle_close_in_my_lane,,,,
3285,ego_lane,381.75,383.33,3.1,0.15,vehicle_close_in_my_lane,,,,
3300,parked,384.25,384.75,3.6,3.59,overtaken_by_vehicle,3.74,left,0.7,
3302,ego_lane,384.67,385.75,3.4,0.0,vehicle_close_in_my_lane,,,,
3309,parked,385.08,385.42,4.6,6.17,overtaken_by_vehicle,6.2,left,2.1,
3361,parked,387.83,388.17,4.7,5.92,overtaken_by_vehicle,5.92,left,2.8,
3381,ego_lane,388.92,390.42,4.3,0.0,vehicle_close_in_my_lane,,,,
3387,ego_lane,389.08,393.17,5.0,0.0,vehicle_close_in_my_lane,,,,
3445,cross_side,394.83,405.5,8.7,9.49,crossing_traffic_near,,,,
3476,cross_side,397.58,402.33,4.1,4.1,crossing_traffic_near,,,,
3537,parked,402.5,402.83,7.7,10.2,overtaken_by_vehicle,10.2,left,16.7,
3542,cross_side,402.83,442.42,10.6,0.0,crossing_traffic_near,,,,
3554,ego_lane,403.83,406.33,5.8,0.0,vehicle_close_in_my_lane,,,,
3624,cross_side,409.33,411.0,9.8,1.23,crossing_traffic_near,,,,
3629,cross_side,409.75,418.33,2.2,0.0,crossing_traffic_near,,,,
3633,cross_side,410.0,440.17,5.9,0.0,crossing_traffic_near,,,,
3638,cross_side,410.75,414.67,11.6,1.91,crossing_traffic_near,,,,
3656,cross_side,412.25,422.5,11.0,1.68,crossing_traffic_near,,,,
3661,cross_side,412.58,417.17,11.3,1.65,crossing_traffic_near,,,,
3669,cross_side,413.75,418.17,11.9,3.03,crossing_traffic_near,,,,
3677,cross_side,414.58,417.67,11.7,1.77,crossing_traffic_near,,,,
3693,ego_lane,416.42,474.33,3.1,0.0,vehicle_close_in_my_lane,,,,
3701,cross_side,416.83,420.08,5.3,0.53,crossing_traffic_near,,,,
3731,cross_side,420.75,439.25,5.5,0.0,crossing_traffic_near,,,,
3732,cross_side,420.75,424.5,10.7,1.82,crossing_traffic_near,,,,
3748,cross_side,422.92,424.58,10.6,2.58,crossing_traffic_near,,,,
3750,cross_side,423.83,424.75,11.7,8.33,crossing_traffic_near,,,,
3751,ego_lane,424.17,425.17,2.2,0.0,vehicle_close_in_my_lane,,,,
3762,ego_lane,430.42,434.75,2.2,0.0,vehicle_close_in_my_lane,,,,
3840,cross_side,438.33,442.0,6.8,9.33,crossing_traffic_near,,,,
4119,parked,455.58,455.92,3.4,3.07,overtaken_by_vehicle,3.07,right,1.5,
4219,cross_side,462.42,527.0,1.9,0.0,crossing_traffic_near,,,,
4309,parked,473.67,474.42,7.4,8.31,overtaken_by_vehicle,9.03,right,6.7,
4374,ego_lane,483.83,484.42,2.3,0.0,vehicle_close_in_my_lane,,,,
4379,cross_side,486.75,487.67,6.1,3.88,crossing_traffic_near,,,,
4385,ego_lane,487.67,488.17,2.4,0.0,vehicle_close_in_my_lane,,,,
4387,cross_side,488.5,489.08,6.3,0.0,crossing_traffic_near,,,,
4390,cross_side,488.92,489.08,2.4,0.0,crossing_traffic_near,,,,
4397,cross_side,489.92,494.0,3.3,4.14,crossing_traffic_near,,,,
4402,ego_lane,491.0,491.0,2.4,0.0,vehicle_close_in_my_lane,,,,
4409,ego_lane,492.08,492.33,2.4,0.0,vehicle_close_in_my_lane,,,,
4418,cross_side,494.25,495.92,10.1,6.81,crossing_traffic_near,,,,
4434,cross_side,496.42,497.83,10.3,7.55,crossing_traffic_near,,,,
4439,cross_side,497.17,497.5,10.4,3.25,crossing_traffic_near,,,,
4441,cross_side,497.33,497.67,10.2,3.55,crossing_traffic_near,,,,
4442,ego_lane,497.42,497.67,2.4,0.0,vehicle_close_in_my_lane,,,,
4445,cross_side,498.17,499.58,11.1,8.3,crossing_traffic_near,,,,
4448,cross_side,499.08,499.58,10.3,2.79,crossing_traffic_near,,,,
4455,cross_side,500.0,506.0,10.7,0.0,crossing_traffic_near,,,,
4458,cross_side,500.83,501.42,11.1,3.84,crossing_traffic_near,,,,
4461,cross_side,501.17,502.0,11.8,7.18,crossing_traffic_near,,,,
4465,cross_side,501.75,502.17,11.4,7.01,crossing_traffic_near,,,,
4476,cross_side,503.33,503.75,11.3,3.33,crossing_traffic_near,,,,
4498,ego_lane,507.17,508.0,1.9,0.2,vehicle_close_in_my_lane,,,,
4505,cross_side,508.33,508.75,1.9,0.0,crossing_traffic_near,,,,
4507,cross_side,509.25,510.5,1.9,0.0,crossing_traffic_near,,,,
4518,cross_side,510.75,513.17,1.9,0.0,crossing_traffic_near,,,,
4530,cross_side,513.58,515.92,1.9,0.0,crossing_traffic_near,,,,
4545,ego_lane,516.17,517.67,1.9,0.0,vehicle_close_in_my_lane,,,,
4547,cross_side,516.67,518.67,2.4,2.88,crossing_traffic_near,,,,
4567,parked,520.58,523.25,2.3,1.55,overtaken_by_vehicle,1.55,right,0.8,
4575,cross_side,521.92,526.0,2.3,0.37,crossing_traffic_near,,,,
4578,cross_side,522.25,525.33,9.5,11.43,crossing_traffic_near,,,,
4604,cross_side,524.83,526.92,4.8,0.78,crossing_traffic_near,,,,
4611,cross_side,525.17,526.67,5.8,0.0,crossing_traffic_near,,,,
4612,cross_side,525.33,526.42,8.0,0.0,crossing_traffic_near,,,,
4927,adjacent_same,558.67,572.17,1.9,0.0,overtaken_by_vehicle,1.27,left,0.7,
4927,adjacent_same,558.67,572.17,1.9,0.0,close_pass_under_1p5m,1.27,left,,
4942,cross_side,559.67,560.5,6.5,6.53,crossing_traffic_near,,,,
4982,ego_lane,565.0,565.33,1.5,0.74,overtaken_by_vehicle,0.83,right,0.6,
4982,ego_lane,565.0,565.33,1.5,0.74,close_pass_under_1p5m,0.83,right,,
4982,ego_lane,565.0,565.33,1.5,0.74,vehicle_close_in_my_lane,,,,
5126,cross_side,575.08,577.0,11.4,0.0,crossing_traffic_near,,,,
5144,cross_side,575.92,584.67,6.9,0.0,crossing_traffic_near,,,,
5145,cross_side,576.0,582.92,11.3,0.0,crossing_traffic_near,,,,
5168,cross_side,578.25,580.92,9.8,0.0,crossing_traffic_near,,,,
5171,cross_side,578.5,587.25,11.9,0.0,crossing_traffic_near,,,,
5193,cross_side,579.75,582.75,7.8,0.0,crossing_traffic_near,,,,
5199,cross_side,580.17,581.83,11.3,0.0,crossing_traffic_near,,,,
5210,cross_side,580.67,584.92,8.2,0.0,crossing_traffic_near,,,,
5244,cross_side,582.33,584.0,11.9,0.0,crossing_traffic_near,,,,
5809,cross_side,624.0,627.33,1.5,0.81,crossing_traffic_near,,,,
5832,parked,626.08,626.5,5.1,4.18,overtaken_by_vehicle,4.84,left,11.4,
5851,ego_lane,628.0,628.08,1.7,0.47,vehicle_close_in_my_lane,,,,
5857,cross_side,628.67,642.0,6.8,0.81,crossing_traffic_near,,,,
5860,adjacent_same,628.92,629.25,1.4,0.92,overtaken_by_vehicle,0.92,left,1.3,
5860,adjacent_same,628.92,629.25,1.4,0.92,close_pass_under_1p5m,0.92,left,,
5866,cross_side,629.5,641.25,11.8,4.37,crossing_traffic_near,,,,
5870,cross_side,629.83,641.5,11.6,6.34,crossing_traffic_near,,,,
5876,cross_side,630.5,633.5,7.2,0.0,crossing_traffic_near,,,,
5894,cross_side,632.75,637.67,10.5,0.27,crossing_traffic_near,,,,
6041,parked,646.58,646.92,7.1,9.13,overtaken_by_vehicle,9.13,left,3.0,
6159,cross_side,656.0,677.33,6.4,0.0,crossing_traffic_near,,,,
6165,cross_side,656.42,678.83,1.4,0.0,crossing_traffic_near,,,,
6180,cross_side,657.25,675.33,10.0,0.0,crossing_traffic_near,,,,
6193,cross_side,658.58,662.33,6.1,0.0,crossing_traffic_near,,,,
6222,cross_side,660.33,664.33,7.0,0.0,crossing_traffic_near,,,,
6280,cross_side,663.42,678.17,7.0,5.94,crossing_traffic_near,,,,
6310,cross_side,665.17,666.33,3.0,2.1,crossing_traffic_near,,,,
6314,cross_side,665.58,669.0,4.9,0.0,crossing_traffic_near,,,,
6318,cross_side,666.25,679.67,6.1,5.23,crossing_traffic_near,,,,
6334,cross_side,668.75,672.67,1.6,0.42,crossing_traffic_near,,,,
6360,cross_side,672.67,676.58,10.5,11.1,crossing_traffic_near,,,,
6513,parked,691.33,708.92,2.3,1.64,overtaken_by_vehicle,1.65,left,1.6,
6625,cross_side,697.83,700.25,9.3,11.39,crossing_traffic_near,,,,
6820,cross_side,714.25,731.58,8.3,0.0,crossing_traffic_near,,,,
6842,cross_side,715.92,730.67,7.7,1.51,crossing_traffic_near,,,,
6848,cross_side,716.42,728.0,11.0,12.18,crossing_traffic_near,,,,
6893,cross_side,719.75,725.83,11.9,13.14,crossing_traffic_near,,,,
6931,cross_side,722.5,730.0,10.3,4.29,crossing_traffic_near,,,,
7169,cross_side,737.42,744.83,9.8,10.17,crossing_traffic_near,,,,
7214,parked,740.67,747.5,3.6,3.04,overtaken_by_vehicle,4.48,left,1.5,
7384,cross_side,747.92,748.58,11.4,12.87,crossing_traffic_near,,,,
7388,cross_side,748.17,748.75,4.7,0.82,crossing_traffic_near,,,,
7479,cross_side,753.58,756.83,6.7,3.04,crossing_traffic_near,,,,
7490,cross_side,754.58,758.17,9.1,0.0,crossing_traffic_near,,,,
7529,cross_side,758.0,759.83,9.9,0.0,crossing_traffic_near,,,,
7537,cross_side,758.58,759.92,9.3,0.0,crossing_traffic_near,,,,
7547,cross_side,759.25,778.83,11.0,11.09,crossing_traffic_near,,,,
7549,cross_side,759.33,761.58,8.4,0.0,crossing_traffic_near,,,,
7553,cross_side,759.58,761.17,6.7,0.0,crossing_traffic_near,,,,
7575,cross_side,761.17,762.17,7.8,1.21,crossing_traffic_near,,,,
7588,cross_side,762.58,765.75,9.6,0.0,crossing_traffic_near,,,,
7592,cross_side,762.75,764.92,8.3,0.0,crossing_traffic_near,,,,
7601,cross_side,763.75,769.25,8.5,0.0,crossing_traffic_near,,,,
7602,cross_side,763.83,767.42,11.1,3.43,crossing_traffic_near,,,,
7612,cross_side,765.67,770.75,6.2,0.0,crossing_traffic_near,,,,
7620,cross_side,766.0,767.67,7.7,10.58,crossing_traffic_near,,,,
7622,cross_side,766.0,766.58,7.6,4.54,crossing_traffic_near,,,,
7623,cross_side,766.08,801.67,8.2,0.0,crossing_traffic_near,,,,
7632,cross_side,767.17,769.83,8.3,0.0,crossing_traffic_near,,,,
7654,cross_side,769.42,777.25,6.7,0.0,crossing_traffic_near,,,,
7655,cross_side,769.67,771.0,6.1,0.0,crossing_traffic_near,,,,
7660,cross_side,770.33,774.58,7.0,0.0,crossing_traffic_near,,,,
7662,cross_side,770.42,804.75,1.4,0.0,crossing_traffic_near,,,,
7671,cross_side,771.83,774.58,10.2,10.19,crossing_traffic_near,,,,
7672,cross_side,772.0,774.17,9.3,0.0,crossing_traffic_near,,,,
7693,cross_side,775.67,779.42,6.2,0.0,crossing_traffic_near,,,,
7699,cross_side,776.58,778.25,8.3,0.0,crossing_traffic_near,,,,
7725,cross_side,780.92,804.08,8.6,0.0,crossing_traffic_near,,,,
7727,cross_side,781.42,786.42,10.5,10.96,crossing_traffic_near,,,,
7738,cross_side,785.92,788.92,6.5,0.0,crossing_traffic_near,,,,
7929,parked,808.92,832.58,1.6,1.06,overtaken_by_vehicle,1.16,left,2.1,
7929,parked,808.92,832.58,1.6,1.06,close_pass_under_1p5m,1.16,left,,
8089,cross_side,818.67,823.92,11.9,15.5,crossing_traffic_near,,,,
8116,parked,820.83,847.33,1.8,1.46,overtaken_by_vehicle,1.46,left,0.7,
8116,parked,820.83,847.33,1.8,1.46,close_pass_under_1p5m,1.46,left,,
8373,cross_side,840.42,848.17,4.6,3.17,crossing_traffic_near,,,,
8459,cross_side,848.17,850.75,9.6,0.0,crossing_traffic_near,,,,
8505,cross_side,854.83,860.33,8.8,0.0,crossing_traffic_near,,,,
8514,cross_side,857.83,862.0,6.1,0.0,crossing_traffic_near,,,,
8528,cross_side,861.42,863.42,9.5,10.96,crossing_traffic_near,,,,
8529,cross_side,861.42,864.33,8.8,10.62,crossing_traffic_near,,,,
8573,parked,866.67,884.08,1.7,0.0,overtaken_by_vehicle,1.01,left,1.9,
8573,parked,866.67,884.08,1.7,0.0,close_pass_under_1p5m,1.01,left,,
8809,parked,881.42,883.0,3.3,1.47,overtaken_by_vehicle,1.8,right,1.0,
8850,cross_side,884.42,886.58,8.3,8.82,crossing_traffic_near,,,,
8854,cross_side,884.75,886.5,7.0,3.76,overtaken_by_vehicle,3.76,left,4.5,
8854,cross_side,884.75,886.5,7.0,3.76,crossing_traffic_near,,,,
8879,adjacent_same,888.08,888.67,1.4,0.58,overtaken_by_vehicle,0.58,left,1.3,
8879,adjacent_same,888.08,888.67,1.4,0.58,close_pass_under_1p5m,0.58,left,,
8884,cross_side,888.25,890.33,3.7,2.63,crossing_traffic_near,,,,
9119,ego_lane,905.83,906.17,1.4,0.01,vehicle_close_in_my_lane,,,,
9206,cross_side,914.0,924.58,7.0,0.0,crossing_traffic_near,,,,
9215,cross_side,915.33,919.33,11.4,0.0,crossing_traffic_near,,,,
9220,cross_side,919.42,923.75,10.4,0.0,crossing_traffic_near,,,,
9230,cross_side,936.67,939.33,8.0,12.52,crossing_traffic_near,,,,
9278,cross_side,977.92,980.5,10.2,12.31,crossing_traffic_near,,,,
9310,ego_lane,997.25,1004.58,1.3,0.09,vehicle_close_in_my_lane,,,,
9355,cross_side,1026.17,1036.67,11.0,0.0,crossing_traffic_near,,,,
9364,cross_side,1029.75,1038.67,6.3,5.28,crossing_traffic_near,,,,
9396,parked,1039.42,1039.83,7.4,8.61,overtaken_by_vehicle,8.61,left,6.7,
4397,cross_side,489.92,494.0,3.3,4.14,emergency_vehicle_review,,,,0.96
3342,parked,387.0,398.67,7.4,9.04,emergency_vehicle_review,,,,0.92
8497,parked,853.0,878.33,1.4,0.0,emergency_vehicle_review,,,,0.91
3162,parked,374.0,379.08,2.4,0.87,emergency_vehicle_review,,,,0.91
4018,parked,448.75,455.83,5.0,4.72,emergency_vehicle_review,,,,0.9
